Offset Frequency (Hz),AM Noise (dBc/Hz)
+1.07400858268e+004,-1.31690885483e+002
+1.09335121002e+004,-1.31637453738e+002
+1.11304219327e+004,-1.30344356846e+002
+1.13308780622e+004,-1.30494277816e+002
+1.15349443568e+004,-1.30489863097e+002
+1.17426858345e+004,-1.32139522088e+002
+1.19541686846e+004,-1.33129370764e+002
+1.21694602882e+004,-1.33026560749e+002
+1.23886292399e+004,-1.33208402581e+002
+1.26117453700e+004,-1.32955418329e+002
+1.28388797661e+004,-1.32874233767e+002
+1.30701047961e+004,-1.32991086341e+002
+1.33054941314e+004,-1.32928717249e+002
+1.35451227700e+004,-1.32554193568e+002
+1.37890670608e+004,-1.33141767832e+002
+1.40374047276e+004,-1.33371178521e+002
+1.42902148939e+004,-1.33366984941e+002
+1.45475781085e+004,-1.34202654592e+002
+1.48095763705e+004,-1.35034097615e+002
+1.50762931560e+004,-1.35349745991e+002
+1.53478134445e+004,-1.36324138524e+002
+1.56242237458e+004,-1.37131433941e+002
+1.59056121278e+004,-1.37151869979e+002
+1.61920682446e+004,-1.37459067576e+002
+1.64836833648e+004,-1.37513410395e+002
+1.67805504007e+004,-1.37832214515e+002
+1.70827639381e+004,-1.37357945815e+002
+1.73904202661e+004,-1.37406508683e+002
+1.77036174080e+004,-1.37538923423e+002
+1.80224551525e+004,-1.38058369312e+002
+1.83470350855e+004,-1.37824065114e+002
+1.86774606222e+004,-1.38042339485e+002
+1.90138370407e+004,-1.37874147975e+002
+1.93562715148e+004,-1.37886277097e+002
+1.97048731486e+004,-1.37917921331e+002
+2.00597530110e+004,-1.37981751821e+002
+2.04210241715e+004,-1.38184371764e+002
+2.07888017356e+004,-1.37793235575e+002
+2.11632028822e+004,-1.38258515713e+002
+2.15443469003e+004,-1.38292578813e+002
+2.19323552273e+004,-1.38449656504e+002
+2.23273514878e+004,-1.38768233326e+002
+2.27294615326e+004,-1.38717432842e+002
+2.31388134792e+004,-1.38803100727e+002
+2.35555377526e+004,-1.38777793936e+002
+2.39797671264e+004,-1.38939154528e+002
+2.44116367658e+004,-1.39099698852e+002
+2.48512842698e+004,-1.38924528935e+002
+2.52988497160e+004,-1.39060900726e+002
+2.57544757045e+004,-1.39089365622e+002
+2.62183074038e+004,-1.39249857289e+002
+2.66904925965e+004,-1.39099573258e+002
+2.71711817270e+004,-1.39001849486e+002
+2.76605279492e+004,-1.39325201028e+002
+2.81586871751e+004,-1.39517678069e+002
+2.86658181246e+004,-1.39466770400e+002
+2.91820823764e+004,-1.39371500557e+002
+2.97076444190e+004,-1.39543780096e+002
+3.02426717031e+004,-1.39248676512e+002
+3.07873346955e+004,-1.39579323729e+002
+3.13418069329e+004,-1.38983351002e+002
+3.19062650773e+004,-1.36543112237e+002
+3.24808889724e+004,-1.36434305371e+002
+3.30658617009e+004,-1.39233934134e+002
+3.36613696427e+004,-1.39950545602e+002
+3.42676025343e+004,-1.40179297078e+002
+3.48847535295e+004,-1.40190972511e+002
+3.55130192606e+004,-1.40368167287e+002
+3.61525999011e+004,-1.39988569600e+002
+3.68036992298e+004,-1.40299388973e+002
+3.74665246955e+004,-1.40531913879e+002
+3.81412874828e+004,-1.40433164448e+002
+3.88282025801e+004,-1.39783065850e+002
+3.95274888473e+004,-1.37674668381e+002
+4.02393690862e+004,-1.36832142606e+002
+4.09640701111e+004,-1.38796159415e+002
+4.17018228212e+004,-1.39880072244e+002
+4.24528622739e+004,-1.40403356798e+002
+4.32174277604e+004,-1.13844545707e+002
+4.39957628810e+004,-1.21677660871e+002
+4.47881156235e+004,-1.40079608571e+002
+4.55947384417e+004,-1.39454504892e+002
+4.64158883361e+004,-1.37659249726e+002
+4.72518269359e+004,-1.37948239750e+002
+4.81028205818e+004,-1.40259806054e+002
+4.89691404115e+004,-1.40900963446e+002
+4.98510624459e+004,-1.41242138743e+002
+5.07488676766e+004,-1.41222239237e+002
+5.16628421561e+004,-1.41366710984e+002
+5.25932770886e+004,-1.41469592728e+002
+5.35404689227e+004,-1.41172789190e+002
+5.45047194461e+004,-1.37640944927e+002
+5.54863358815e+004,-1.40544787892e+002
+5.64856309846e+004,-1.42016562724e+002
+5.75029231439e+004,-1.42181638466e+002
+5.85385364818e+004,-1.42159775861e+002
+5.95928009583e+004,-1.42268951052e+002
+6.06660524757e+004,-1.42120290831e+002
+6.17586329859e+004,-1.42752217721e+002
+6.28708905992e+004,-1.42705677111e+002
+6.40031796953e+004,-1.42419116102e+002
+6.51558610364e+004,-1.43111826601e+002
+6.63293018816e+004,-1.42974847984e+002
+6.75238761044e+004,-1.43392552545e+002
+6.87399643118e+004,-1.43155129447e+002
+6.99779539652e+004,-1.43576821699e+002
+7.12382395042e+004,-1.43590113574e+002
+7.25212224722e+004,-1.43966403127e+002
+7.38273116442e+004,-1.44193390400e+002
+7.51569231572e+004,-1.39584732466e+002
+7.65104806427e+004,-1.43003926603e+002
+7.78884153618e+004,-1.44176654564e+002
+7.92911663423e+004,-1.44692768920e+002
+8.07191805189e+004,-1.44918622186e+002
+8.21729128755e+004,-1.43573556052e+002
+8.36528265901e+004,-1.40116134835e+002
+8.51593931825e+004,-1.44771005735e+002
+8.66930926644e+004,-1.15790487868e+002
+8.82544136923e+004,-1.45069937230e+002
+8.98438537235e+004,-1.40412297426e+002
+9.14619191741e+004,-1.44659318434e+002
+9.31091255809e+004,-1.46007471592e+002
+9.47859977652e+004,-1.46286025618e+002
+9.64930700003e+004,-1.45673808730e+002
+9.82308861817e+004,-1.40467702938e+002
+1.00000000000e+005,-1.44883043324e+002
+1.01800975118e+005,-1.47719410879e+002
+1.03634385350e+005,-1.48420086582e+002
+1.05500814844e+005,-1.48213731671e+002
+1.07400858268e+005,-1.48061807798e+002
+1.09335121002e+005,-1.48421930595e+002
+1.11304219327e+005,-1.48744379040e+002
+1.13308780622e+005,-1.48642598933e+002
+1.15349443568e+005,-1.48438561979e+002
+1.17426858345e+005,-1.44476629600e+002
+1.19541686846e+005,-1.45139686653e+002
+1.21694602882e+005,-1.48000042200e+002
+1.23886292399e+005,-1.47342126825e+002
+1.26117453700e+005,-1.43589636851e+002
+1.28388797661e+005,-1.27731783523e+002
+1.30701047961e+005,-1.22198923700e+002
+1.33054941314e+005,-1.36205120729e+002
+1.35451227700e+005,-1.46152723822e+002
+1.37890670608e+005,-1.48982972351e+002
+1.40374047276e+005,-1.45469591202e+002
+1.42902148939e+005,-1.45702158422e+002
+1.45475781085e+005,-1.48715183652e+002
+1.48095763705e+005,-1.49777947524e+002
+1.50762931560e+005,-1.48964459129e+002
+1.53478134445e+005,-1.49754439402e+002
+1.56242237458e+005,-1.49559421442e+002
+1.59056121278e+005,-1.47989490059e+002
+1.61920682446e+005,-1.43919838599e+002
+1.64836833648e+005,-1.47535604826e+002
+1.67805504007e+005,-1.46460771295e+002
+1.70827639381e+005,-1.29216144745e+002
+1.73904202661e+005,-1.22164812725e+002
+1.77036174080e+005,-1.29887969661e+002
+1.80224551525e+005,-1.48876555152e+002
+1.83470350855e+005,-1.45601661720e+002
+1.86774606222e+005,-1.47320061432e+002
+1.90138370407e+005,-1.50331452550e+002
+1.93562715148e+005,-1.50150537037e+002
+1.97048731486e+005,-1.50320169287e+002
+2.00597530110e+005,-1.50130855428e+002
+2.04210241715e+005,-1.45455618569e+002
+2.07888017356e+005,-1.46680370274e+002
+2.11632028822e+005,-1.47825003014e+002
+2.15443469003e+005,-1.27964014849e+002
+2.19323552273e+005,-1.27434562428e+002
+2.23273514878e+005,-1.49020648840e+002
+2.27294615326e+005,-1.45516811399e+002
+2.31388134792e+005,-1.49191065882e+002
+2.35555377526e+005,-1.50243747830e+002
+2.39797671264e+005,-1.50217339310e+002
+2.44116367658e+005,-1.50511033600e+002
+2.48512842698e+005,-1.45106357085e+002
+2.52988497160e+005,-1.49529281495e+002
+2.57544757045e+005,-1.28671706713e+002
+2.62183074038e+005,-1.27511855439e+002
+2.66904925965e+005,-1.48473650311e+002
+2.71711817270e+005,-1.45531650472e+002
+2.76605279492e+005,-1.50732018869e+002
+2.81586871751e+005,-1.50523306325e+002
+2.86658181246e+005,-1.51080278080e+002
+2.91820823764e+005,-1.46636330745e+002
+2.97076444190e+005,-1.47679603174e+002
+3.02426717031e+005,-1.26062019858e+002
+3.07873346955e+005,-1.31316335367e+002
+3.13418069329e+005,-1.47834499640e+002
+3.19062650773e+005,-1.49731515837e+002
+3.24808889724e+005,-1.51087145720e+002
+3.30658617009e+005,-1.51063498197e+002
+3.36613696427e+005,-1.47745834138e+002
+3.42676025343e+005,-1.32281708971e+002
+3.48847535295e+005,-1.27461332401e+002
+3.55130192606e+005,-1.48692528488e+002
+3.61525999011e+005,-1.48562905749e+002
+3.68036992298e+005,-1.51072416593e+002
+3.74665246955e+005,-1.50418627317e+002
+3.81412874828e+005,-1.47920590252e+002
+3.88282025801e+005,-1.27725507589e+002
+3.95274888473e+005,-1.37737156811e+002
+4.02393690862e+005,-1.47034065121e+002
+4.09640701111e+005,-1.52050864164e+002
+4.17018228212e+005,-1.51907717463e+002
+4.24528622739e+005,-1.47870765129e+002
+4.32174277604e+005,-1.27232732417e+002
+4.39957628810e+005,-1.41314964683e+002
+4.47881156235e+005,-1.48380715097e+002
+4.55947384417e+005,-1.52347308158e+002
+4.64158883361e+005,-1.48118322102e+002
+4.72518269359e+005,-1.35046508053e+002
+4.81028205818e+005,-1.28384099872e+002
+4.89691404115e+005,-1.48813004030e+002
+4.98510624459e+005,-1.51993333833e+002
+5.07488676766e+005,-1.49146667494e+002
+5.16628421561e+005,-1.28035476434e+002
+5.25932770886e+005,-1.35108616408e+002
+5.35404689227e+005,-1.49643905821e+002
+5.45047194461e+005,-1.51784367223e+002
+5.54863358815e+005,-1.47917726722e+002
+5.64856309846e+005,-1.26996036221e+002
+5.75029231439e+005,-1.48428945075e+002
+5.85385364818e+005,-1.51841342190e+002
+5.95928009583e+005,-1.48819981807e+002
+6.06660524757e+005,-1.27262441551e+002
+6.17586329859e+005,-1.48913895292e+002
+6.28708905992e+005,-1.52949816598e+002
+6.40031796953e+005,-1.49425035653e+002
+6.51558610364e+005,-1.28329056007e+002
+6.63293018816e+005,-1.49402016799e+002
+6.75238761044e+005,-1.52611744384e+002
+6.87399643118e+005,-1.33911693866e+002
+6.99779539652e+005,-1.30576794475e+002
+7.12382395042e+005,-1.52239449857e+002
+7.25212224722e+005,-1.49859089373e+002
+7.38273116442e+005,-1.29196735472e+002
+7.51569231572e+005,-1.50390731599e+002
+7.65104806427e+005,-1.50414234727e+002
+7.78884153618e+005,-1.29820648265e+002
+7.92911663423e+005,-1.35209888584e+002
+8.07191805189e+005,-1.36518634389e+002
+8.21729128755e+005,-1.32210714522e+002
+8.36528265901e+005,-1.36368305318e+002
+8.51593931825e+005,-1.35325653479e+002
+8.66930926644e+005,-1.32286226781e+002
+8.82544136923e+005,-1.37510966433e+002
+8.98438537235e+005,-1.34228906536e+002
+9.14619191741e+005,-1.32508755833e+002
+9.31091255809e+005,-1.38244058296e+002
+9.47859977652e+005,-1.33266880485e+002
+9.64930700003e+005,-1.32921955868e+002
+9.82308861817e+005,-1.38311191013e+002
+1.00000000000e+006,-1.33064185880e+002
