Offset Frequency (Hz),Phase Noise (dBc/Hz)
+3.24808889724e+003,-1.10190080592e+002
+3.30658617009e+003,-1.10622107154e+002
+3.36613696427e+003,-1.11116390437e+002
+3.42676025343e+003,-1.09448478400e+002
+3.48847535295e+003,-1.10762922835e+002
+3.55130192606e+003,-1.10646815171e+002
+3.61525999011e+003,-1.10642559888e+002
+3.68036992298e+003,-1.10015506177e+002
+3.74665246955e+003,-1.11132730532e+002
+3.81412874828e+003,-1.11140332419e+002
+3.88282025801e+003,-1.12746594329e+002
+3.95274888473e+003,-1.11644495996e+002
+4.02393690862e+003,-1.12030209884e+002
+4.09640701111e+003,-1.12925689184e+002
+4.17018228212e+003,-1.11219432754e+002
+4.24528622739e+003,-1.12974552497e+002
+4.32174277604e+003,-1.12556332605e+002
+4.39957628810e+003,-1.12084458332e+002
+4.47881156235e+003,-1.12557671325e+002
+4.55947384417e+003,-1.12236188423e+002
+4.64158883361e+003,-1.13860149091e+002
+4.72518269359e+003,-1.14124597674e+002
+4.81028205818e+003,-1.12390534437e+002
+4.89691404115e+003,-1.12445470726e+002
+4.98510624459e+003,-1.14445986131e+002
+5.07488676766e+003,-1.13123720305e+002
+5.16628421561e+003,-1.13964482396e+002
+5.25932770886e+003,-1.13698774551e+002
+5.35404689227e+003,-1.15215504413e+002
+5.45047194461e+003,-1.14162055380e+002
+5.54863358815e+003,-1.14670422486e+002
+5.64856309846e+003,-1.15020397880e+002
+5.75029231439e+003,-1.16211678181e+002
+5.85385364818e+003,-1.15061084245e+002
+5.95928009583e+003,-1.14643667372e+002
+6.06660524757e+003,-1.15261338556e+002
+6.17586329859e+003,-1.16917811685e+002
+6.28708905992e+003,-1.15521929290e+002
+6.40031796953e+003,-1.13532975023e+002
+6.51558610364e+003,-1.15623764593e+002
+6.63293018816e+003,-1.12819678457e+002
+6.75238761044e+003,-1.16888142708e+002
+6.87399643118e+003,-1.15310288449e+002
+6.99779539652e+003,-1.15028385796e+002
+7.12382395042e+003,-1.13420505596e+002
+7.25212224722e+003,-1.14212948653e+002
+7.38273116442e+003,-1.16546043938e+002
+7.51569231572e+003,-1.17799800295e+002
+7.65104806427e+003,-1.14879369114e+002
+7.78884153618e+003,-1.13988235072e+002
+7.92911663423e+003,-1.14252369553e+002
+8.07191805189e+003,-1.14261955168e+002
+8.21729128755e+003,-1.14190010382e+002
+8.36528265901e+003,-1.16395353186e+002
+8.51593931825e+003,-1.15573363319e+002
+8.66930926644e+003,-1.17443359503e+002
+8.82544136923e+003,-1.16538015080e+002
+8.98438537235e+003,-1.16975204042e+002
+9.14619191741e+003,-1.15354930405e+002
+9.31091255809e+003,-1.15379648083e+002
+9.47859977652e+003,-1.16740184621e+002
+9.64930700003e+003,-1.15580036261e+002
+9.82308861817e+003,-1.16616453369e+002
+1.00000000000e+004,-1.17507243284e+002
+1.01800975118e+004,-1.18644637785e+002
+1.03634385350e+004,-1.18204904643e+002
+1.05500814844e+004,-1.16949038883e+002
+1.07400858268e+004,-1.16152936486e+002
+1.09335121002e+004,-1.18641871878e+002
+1.11304219327e+004,-1.16952384534e+002
+1.13308780622e+004,-1.16772409115e+002
+1.15349443568e+004,-1.15115761850e+002
+1.17426858345e+004,-1.18566614239e+002
+1.19541686846e+004,-1.17764094953e+002
+1.21694602882e+004,-1.18014490629e+002
+1.23886292399e+004,-1.17633687867e+002
+1.26117453700e+004,-1.17234933086e+002
+1.28388797661e+004,-1.17226621258e+002
+1.30701047961e+004,-1.17287528031e+002
+1.33054941314e+004,-1.17031064453e+002
+1.35451227700e+004,-1.16580417939e+002
+1.37890670608e+004,-1.17591823550e+002
+1.40374047276e+004,-1.17853796324e+002
+1.42902148939e+004,-1.18387565993e+002
+1.45475781085e+004,-1.20004196677e+002
+1.48095763705e+004,-1.20834970447e+002
+1.50762931560e+004,-1.22196394723e+002
+1.53478134445e+004,-1.24875591330e+002
+1.56242237458e+004,-1.27591903902e+002
+1.59056121278e+004,-1.28565211619e+002
+1.61920682446e+004,-1.29251413539e+002
+1.64836833648e+004,-1.29873496143e+002
+1.67805504007e+004,-1.30114069166e+002
+1.70827639381e+004,-1.30711793608e+002
+1.73904202661e+004,-1.30871890571e+002
+1.77036174080e+004,-1.30766580676e+002
+1.80224551525e+004,-1.31085361307e+002
+1.83470350855e+004,-1.31223470104e+002
+1.86774606222e+004,-1.31385954667e+002
+1.90138370407e+004,-1.31322563469e+002
+1.93562715148e+004,-1.31455817650e+002
+1.97048731486e+004,-1.31414739574e+002
+2.00597530110e+004,-1.31120904429e+002
+2.04210241715e+004,-1.31948383726e+002
+2.07888017356e+004,-1.31796341854e+002
+2.11632028822e+004,-1.31965475854e+002
+2.15443469003e+004,-1.32124369956e+002
+2.19323552273e+004,-1.32274469098e+002
+2.23273514878e+004,-1.32485427194e+002
+2.27294615326e+004,-1.32481009428e+002
+2.31388134792e+004,-1.32293017737e+002
+2.35555377526e+004,-1.32787020494e+002
+2.39797671264e+004,-1.32674179925e+002
+2.44116367658e+004,-1.32941175737e+002
+2.48512842698e+004,-1.33047625672e+002
+2.52988497160e+004,-1.33311627562e+002
+2.57544757045e+004,-1.33489322428e+002
+2.62183074038e+004,-1.33511033256e+002
+2.66904925965e+004,-1.33574332457e+002
+2.71711817270e+004,-1.33493226646e+002
+2.76605279492e+004,-1.33750745408e+002
+2.81586871751e+004,-1.33857275802e+002
+2.86658181246e+004,-1.33860198524e+002
+2.91820823764e+004,-1.34005951974e+002
+2.97076444190e+004,-1.34160592065e+002
+3.02426717031e+004,-1.34360186702e+002
+3.07873346955e+004,-1.34451024020e+002
+3.13418069329e+004,-1.34182270374e+002
+3.19062650773e+004,-1.34640145912e+002
+3.24808889724e+004,-1.34678607131e+002
+3.30658617009e+004,-1.34605055411e+002
+3.36613696427e+004,-1.34889376300e+002
+3.42676025343e+004,-1.34937106649e+002
+3.48847535295e+004,-1.35125682809e+002
+3.55130192606e+004,-1.35277620105e+002
+3.61525999011e+004,-1.35332340296e+002
+3.68036992298e+004,-1.35323593505e+002
+3.74665246955e+004,-1.35354280585e+002
+3.81412874828e+004,-1.35497647142e+002
+3.88282025801e+004,-1.35482143155e+002
+3.95274888473e+004,-1.35750505996e+002
+4.02393690862e+004,-1.35729104794e+002
+4.09640701111e+004,-1.35829625089e+002
+4.17018228212e+004,-1.35961837167e+002
+4.24528622739e+004,-1.36065294982e+002
+4.32174277604e+004,-1.14977247474e+002
+4.39957628810e+004,-1.22697618908e+002
+4.47881156235e+004,-1.36376563444e+002
+4.55947384417e+004,-1.36684107240e+002
+4.64158883361e+004,-1.36700427144e+002
+4.72518269359e+004,-1.36913679664e+002
+4.81028205818e+004,-1.36960053989e+002
+4.89691404115e+004,-1.37095102878e+002
+4.98510624459e+004,-1.37003930767e+002
+5.07488676766e+004,-1.37218976760e+002
+5.16628421561e+004,-1.37394453373e+002
+5.25932770886e+004,-1.37253421017e+002
+5.35404689227e+004,-1.37609330682e+002
+5.45047194461e+004,-1.37675390915e+002
+5.54863358815e+004,-1.37656166023e+002
+5.64856309846e+004,-1.38109084784e+002
+5.75029231439e+004,-1.38284707542e+002
+5.85385364818e+004,-1.38337720520e+002
+5.95928009583e+004,-1.38500628583e+002
+6.06660524757e+004,-1.38583009510e+002
+6.17586329859e+004,-1.38559903132e+002
+6.28708905992e+004,-1.38657982096e+002
+6.40031796953e+004,-1.39073267769e+002
+6.51558610364e+004,-1.38698992479e+002
+6.63293018816e+004,-1.39249313206e+002
+6.75238761044e+004,-1.38431432653e+002
+6.87399643118e+004,-1.39272937037e+002
+6.99779539652e+004,-1.39726083894e+002
+7.12382395042e+004,-1.39970699821e+002
+7.25212224722e+004,-1.40015140007e+002
+7.38273116442e+004,-1.40303402295e+002
+7.51569231572e+004,-1.40358752140e+002
+7.65104806427e+004,-1.40662898210e+002
+7.78884153618e+004,-1.40891505926e+002
+7.92911663423e+004,-1.40875872108e+002
+8.07191805189e+004,-1.41233224486e+002
+8.21729128755e+004,-1.41307279888e+002
+8.36528265901e+004,-1.41537692292e+002
+8.51593931825e+004,-1.41627088517e+002
+8.66930926644e+004,-1.17082297000e+002
+8.82544136923e+004,-1.42011002612e+002
+8.98438537235e+004,-1.42221600915e+002
+9.14619191741e+004,-1.42524832346e+002
+9.31091255809e+004,-1.42870942849e+002
+9.47859977652e+004,-1.43100634014e+002
+9.64930700003e+004,-1.43246901988e+002
+9.82308861817e+004,-1.42938071125e+002
+1.00000000000e+005,-1.43597601439e+002
+1.01800975118e+005,-1.44093790473e+002
+1.03634385350e+005,-1.44238094900e+002
+1.05500814844e+005,-1.44528177386e+002
+1.07400858268e+005,-1.44754835277e+002
+1.09335121002e+005,-1.44927442381e+002
+1.11304219327e+005,-1.45373110064e+002
+1.13308780622e+005,-1.45570349750e+002
+1.15349443568e+005,-1.46085832390e+002
+1.17426858345e+005,-1.46388509104e+002
+1.19541686846e+005,-1.46526788787e+002
+1.21694602882e+005,-1.46579548689e+002
+1.23886292399e+005,-1.46851958190e+002
+1.26117453700e+005,-1.45519198035e+002
+1.28388797661e+005,-1.30749972924e+002
+1.30701047961e+005,-1.25250503996e+002
+1.33054941314e+005,-1.38877705580e+002
+1.35451227700e+005,-1.47826708782e+002
+1.37890670608e+005,-1.48052660024e+002
+1.40374047276e+005,-1.48415927845e+002
+1.42902148939e+005,-1.48671626574e+002
+1.45475781085e+005,-1.48913319799e+002
+1.48095763705e+005,-1.49294182001e+002
+1.50762931560e+005,-1.49110098493e+002
+1.53478134445e+005,-1.49564294183e+002
+1.56242237458e+005,-1.49557851952e+002
+1.59056121278e+005,-1.50026789108e+002
+1.61920682446e+005,-1.50185946678e+002
+1.64836833648e+005,-1.50251806361e+002
+1.67805504007e+005,-1.49975715590e+002
+1.70827639381e+005,-1.33106509445e+002
+1.73904202661e+005,-1.26090408597e+002
+1.77036174080e+005,-1.33774349642e+002
+1.80224551525e+005,-1.51131631689e+002
+1.83470350855e+005,-1.51369737422e+002
+1.86774606222e+005,-1.50901204468e+002
+1.90138370407e+005,-1.51315866337e+002
+1.93562715148e+005,-1.51473854192e+002
+1.97048731486e+005,-1.51578149424e+002
+2.00597530110e+005,-1.51880028753e+002
+2.04210241715e+005,-1.51749795233e+002
+2.07888017356e+005,-1.51350781104e+002
+2.11632028822e+005,-1.52267070263e+002
+2.15443469003e+005,-1.31771563519e+002
+2.19323552273e+005,-1.31232720826e+002
+2.23273514878e+005,-1.52341626196e+002
+2.27294615326e+005,-1.52395396670e+002
+2.31388134792e+005,-1.52847133290e+002
+2.35555377526e+005,-1.52816515193e+002
+2.39797671264e+005,-1.52671210786e+002
+2.44116367658e+005,-1.53641922445e+002
+2.48512842698e+005,-1.53188258308e+002
+2.52988497160e+005,-1.53293227791e+002
+2.57544757045e+005,-1.32051871454e+002
+2.62183074038e+005,-1.30868942292e+002
+2.66904925965e+005,-1.54123661509e+002
+2.71711817270e+005,-1.53959489765e+002
+2.76605279492e+005,-1.54089009449e+002
+2.81586871751e+005,-1.51877374889e+002
+2.86658181246e+005,-1.54677201768e+002
+2.91820823764e+005,-1.54932243742e+002
+2.97076444190e+005,-1.54126487278e+002
+3.02426717031e+005,-1.29071062564e+002
+3.07873346955e+005,-1.34303912005e+002
+3.13418069329e+005,-1.55386392861e+002
+3.19062650773e+005,-1.55395956711e+002
+3.24808889724e+005,-1.55358048267e+002
+3.30658617009e+005,-1.55554388605e+002
+3.36613696427e+005,-1.56136949804e+002
+3.42676025343e+005,-1.35223476525e+002
+3.48847535295e+005,-1.30332504952e+002
+3.55130192606e+005,-1.56163408168e+002
+3.61525999011e+005,-1.56831446523e+002
+3.68036992298e+005,-1.56392875906e+002
+3.74665246955e+005,-1.56954342201e+002
+3.81412874828e+005,-1.56668273266e+002
+3.88282025801e+005,-1.30716951862e+002
+3.95274888473e+005,-1.40822835857e+002
+4.02393690862e+005,-1.57141942075e+002
+4.09640701111e+005,-1.57614026367e+002
+4.17018228212e+005,-1.58019093715e+002
+4.24528622739e+005,-1.57980139388e+002
+4.32174277604e+005,-1.30634469997e+002
+4.39957628810e+005,-1.44840734855e+002
+4.47881156235e+005,-1.58339728677e+002
+4.55947384417e+005,-1.58800942778e+002
+4.64158883361e+005,-1.58434052363e+002
+4.72518269359e+005,-1.38574086855e+002
+4.81028205818e+005,-1.31892907933e+002
+4.89691404115e+005,-1.59148950076e+002
+4.98510624459e+005,-1.58544945442e+002
+5.07488676766e+005,-1.59425434792e+002
+5.16628421561e+005,-1.31608559840e+002
+5.25932770886e+005,-1.38682548817e+002
+5.35404689227e+005,-1.59456552692e+002
+5.45047194461e+005,-1.59712472862e+002
+5.54863358815e+005,-1.58600833240e+002
+5.64856309846e+005,-1.30292509528e+002
+5.75029231439e+005,-1.60470895167e+002
+5.85385364818e+005,-1.60508226043e+002
+5.95928009583e+005,-1.60705108067e+002
+6.06660524757e+005,-1.30247135737e+002
+6.17586329859e+005,-1.61080796179e+002
+6.28708905992e+005,-1.61145811998e+002
+6.40031796953e+005,-1.61458841850e+002
+6.51558610364e+005,-1.31413003285e+002
+6.63293018816e+005,-1.61696317985e+002
+6.75238761044e+005,-1.62066035892e+002
+6.87399643118e+005,-1.37213004628e+002
+6.99779539652e+005,-1.33861042936e+002
+7.12382395042e+005,-1.62261079311e+002
+7.25212224722e+005,-1.62191375076e+002
+7.38273116442e+005,-1.32602608830e+002
+7.51569231572e+005,-1.62589574250e+002
+7.65104806427e+005,-1.62800996796e+002
+7.78884153618e+005,-1.33223182039e+002
+7.92911663423e+005,-1.38611064283e+002
+8.07191805189e+005,-1.39855221030e+002
+8.21729128755e+005,-1.35534277728e+002
+8.36528265901e+005,-1.39701787388e+002
+8.51593931825e+005,-1.38524327288e+002
+8.66930926644e+005,-1.35479123030e+002
+8.82544136923e+005,-1.40694965623e+002
+8.98438537235e+005,-1.37249996188e+002
+9.14619191741e+005,-1.35555884797e+002
+9.31091255809e+005,-1.41289293212e+002
+9.47859977652e+005,-1.36223719410e+002
+9.64930700003e+005,-1.35908169273e+002
+9.82308861817e+005,-1.41362602647e+002
+1.00000000000e+006,-1.36081667633e+002
