Offset Frequency (Hz),AM Noise (dBc/Hz)
+2.31388134792e+003,-1.27613026331e+002
+2.35555377526e+003,-1.27409139261e+002
+2.39797671264e+003,-1.27639819839e+002
+2.44116367658e+003,-1.27230274968e+002
+2.48512842698e+003,-1.27947482783e+002
+2.52988497160e+003,-1.27741783364e+002
+2.57544757045e+003,-1.27925796192e+002
+2.62183074038e+003,-1.26524935113e+002
+2.66904925965e+003,-1.27571304521e+002
+2.71711817270e+003,-1.26946110376e+002
+2.76605279492e+003,-1.26922318804e+002
+2.81586871751e+003,-1.27393605776e+002
+2.86658181246e+003,-1.27653103093e+002
+2.91820823764e+003,-1.26808170569e+002
+2.97076444190e+003,-1.26886638371e+002
+3.02426717031e+003,-1.26965800986e+002
+3.07873346955e+003,-1.26907873511e+002
+3.13418069329e+003,-1.27614730904e+002
+3.19062650773e+003,-1.26614033122e+002
+3.24808889724e+003,-1.26071188517e+002
+3.30658617009e+003,-1.27000883464e+002
+3.36613696427e+003,-1.27274129016e+002
+3.42676025343e+003,-1.27794883321e+002
+3.48847535295e+003,-1.27471695614e+002
+3.55130192606e+003,-1.27847941516e+002
+3.61525999011e+003,-1.28309102573e+002
+3.68036992298e+003,-1.28387555589e+002
+3.74665246955e+003,-1.28498475993e+002
+3.81412874828e+003,-1.28790782446e+002
+3.88282025801e+003,-1.28830576476e+002
+3.95274888473e+003,-1.29446408176e+002
+4.02393690862e+003,-1.29763398854e+002
+4.09640701111e+003,-1.29326456779e+002
+4.17018228212e+003,-1.29812975909e+002
+4.24528622739e+003,-1.29135753948e+002
+4.32174277604e+003,-1.30181647402e+002
+4.39957628810e+003,-1.30652607049e+002
+4.47881156235e+003,-1.30925102082e+002
+4.55947384417e+003,-1.30238262638e+002
+4.64158883361e+003,-1.30195388014e+002
+4.72518269359e+003,-1.30407623096e+002
+4.81028205818e+003,-1.30691512600e+002
+4.89691404115e+003,-1.30602901159e+002
+4.98510624459e+003,-1.30950033049e+002
+5.07488676766e+003,-1.30363573336e+002
+5.16628421561e+003,-1.31011846904e+002
+5.25932770886e+003,-1.31415231523e+002
+5.35404689227e+003,-1.31199017608e+002
+5.45047194461e+003,-1.31097862110e+002
+5.54863358815e+003,-1.31201234818e+002
+5.64856309846e+003,-1.30569026291e+002
+5.75029231439e+003,-1.30171727305e+002
+5.85385364818e+003,-1.31478136412e+002
+5.95928009583e+003,-1.31187242966e+002
+6.06660524757e+003,-1.31754360688e+002
+6.17586329859e+003,-1.31533793475e+002
+6.28708905992e+003,-1.31278000903e+002
+6.40031796953e+003,-1.31675146409e+002
+6.51558610364e+003,-1.31465190126e+002
+6.63293018816e+003,-1.31656781533e+002
+6.75238761044e+003,-1.32001258999e+002
+6.87399643118e+003,-1.31774227306e+002
+6.99779539652e+003,-1.32110521702e+002
+7.12382395042e+003,-1.31959134148e+002
+7.25212224722e+003,-1.32232295890e+002
+7.38273116442e+003,-1.31976775538e+002
+7.51569231572e+003,-1.32371265243e+002
+7.65104806427e+003,-1.32788502171e+002
+7.78884153618e+003,-1.32335436311e+002
+7.92911663423e+003,-1.32504326595e+002
+8.07191805189e+003,-1.33002394583e+002
+8.21729128755e+003,-1.33064323133e+002
+8.36528265901e+003,-1.32710833369e+002
+8.51593931825e+003,-1.33466818252e+002
+8.66930926644e+003,-1.33128604148e+002
+8.82544136923e+003,-1.33425783407e+002
+8.98438537235e+003,-1.33283463543e+002
+9.14619191741e+003,-1.33694310077e+002
+9.31091255809e+003,-1.33813700745e+002
+9.47859977652e+003,-1.33791634958e+002
+9.64930700003e+003,-1.33966771194e+002
+9.82308861817e+003,-1.33737928098e+002
+1.00000000000e+004,-1.33666744861e+002
+1.01800975118e+004,-1.33910223452e+002
+1.03634385350e+004,-1.33678810319e+002
+1.05500814844e+004,-1.33515181944e+002
+1.07400858268e+004,-1.32572950955e+002
+1.09335121002e+004,-1.31929737764e+002
+1.11304219327e+004,-1.31586796599e+002
+1.13308780622e+004,-1.31614411197e+002
+1.15349443568e+004,-1.32553039676e+002
+1.17426858345e+004,-1.33264308680e+002
+1.19541686846e+004,-1.34249982043e+002
+1.21694602882e+004,-1.34398608935e+002
+1.23886292399e+004,-1.35529968671e+002
+1.26117453700e+004,-1.35635451067e+002
+1.28388797661e+004,-1.35674149968e+002
+1.30701047961e+004,-1.35671984978e+002
+1.33054941314e+004,-1.35395542736e+002
+1.35451227700e+004,-1.35638884640e+002
+1.37890670608e+004,-1.35680480127e+002
+1.40374047276e+004,-1.35882020093e+002
+1.42902148939e+004,-1.36068968664e+002
+1.45475781085e+004,-1.36163416352e+002
+1.48095763705e+004,-1.36480949700e+002
+1.50762931560e+004,-1.36736504534e+002
+1.53478134445e+004,-1.36491304998e+002
+1.56242237458e+004,-1.36769693585e+002
+1.59056121278e+004,-1.36776223161e+002
+1.61920682446e+004,-1.36966365692e+002
+1.64836833648e+004,-1.36736748907e+002
+1.67805504007e+004,-1.36720432054e+002
+1.70827639381e+004,-1.37012680161e+002
+1.73904202661e+004,-1.37081462551e+002
+1.77036174080e+004,-1.37486382415e+002
+1.80224551525e+004,-1.37414662544e+002
+1.83470350855e+004,-1.37283046333e+002
+1.86774606222e+004,-1.37915038540e+002
+1.90138370407e+004,-1.37730666387e+002
+1.93562715148e+004,-1.37863922705e+002
+1.97048731486e+004,-1.37904077198e+002
+2.00597530110e+004,-1.38016776034e+002
+2.04210241715e+004,-1.38093048232e+002
+2.07888017356e+004,-1.38285978093e+002
+2.11632028822e+004,-1.38753455032e+002
+2.15443469003e+004,-1.38521787987e+002
+2.19323552273e+004,-1.38421934993e+002
+2.23273514878e+004,-1.38982788087e+002
+2.27294615326e+004,-1.39360761403e+002
+2.31388134792e+004,-1.39012054900e+002
+2.35555377526e+004,-1.39514436793e+002
+2.39797671264e+004,-1.39725224963e+002
+2.44116367658e+004,-1.39291544354e+002
+2.48512842698e+004,-1.39600440212e+002
+2.52988497160e+004,-1.39740950622e+002
+2.57544757045e+004,-1.39512386837e+002
+2.62183074038e+004,-1.40057021978e+002
+2.66904925965e+004,-1.39943034497e+002
+2.71711817270e+004,-1.40266618845e+002
+2.76605279492e+004,-1.40493109526e+002
+2.81586871751e+004,-1.40635131812e+002
+2.86658181246e+004,-1.40807111407e+002
+2.91820823764e+004,-1.40936410736e+002
+2.97076444190e+004,-1.40438419916e+002
+3.02426717031e+004,-1.40727909604e+002
+3.07873346955e+004,-1.41302271385e+002
+3.13418069329e+004,-1.40812714730e+002
+3.19062650773e+004,-1.37454834177e+002
+3.24808889724e+004,-1.37698082362e+002
+3.30658617009e+004,-1.40361455770e+002
+3.36613696427e+004,-1.42117634036e+002
+3.42676025343e+004,-1.41802785204e+002
+3.48847535295e+004,-1.41438154393e+002
+3.55130192606e+004,-1.41731889322e+002
+3.61525999011e+004,-1.42022630743e+002
+3.68036992298e+004,-1.42496799762e+002
+3.74665246955e+004,-1.42014445692e+002
+3.81412874828e+004,-1.42189101649e+002
+3.88282025801e+004,-1.41829127584e+002
+3.95274888473e+004,-1.38738369093e+002
+4.02393690862e+004,-1.37385916998e+002
+4.09640701111e+004,-1.40221714188e+002
+4.17018228212e+004,-1.42463447112e+002
+4.24528622739e+004,-1.43002503158e+002
+4.32174277604e+004,-1.16456504359e+002
+4.39957628810e+004,-1.24306740600e+002
+4.47881156235e+004,-1.42851184864e+002
+4.55947384417e+004,-1.41875904008e+002
+4.64158883361e+004,-1.38825890184e+002
+4.72518269359e+004,-1.39322308181e+002
+4.81028205818e+004,-1.43303299391e+002
+4.89691404115e+004,-1.43667166133e+002
+4.98510624459e+004,-1.43529044179e+002
+5.07488676766e+004,-1.43210243865e+002
+5.16628421561e+004,-1.44483173843e+002
+5.25932770886e+004,-1.43807406954e+002
+5.35404689227e+004,-1.43032746966e+002
+5.45047194461e+004,-1.38358171630e+002
+5.54863358815e+004,-1.42612609091e+002
+5.64856309846e+004,-1.44339045793e+002
+5.75029231439e+004,-1.43780842096e+002
+5.85385364818e+004,-1.44395628321e+002
+5.95928009583e+004,-1.44851957281e+002
+6.06660524757e+004,-1.44426244192e+002
+6.17586329859e+004,-1.44779669818e+002
+6.28708905992e+004,-1.44798524292e+002
+6.40031796953e+004,-1.44638620310e+002
+6.51558610364e+004,-1.45086727262e+002
+6.63293018816e+004,-1.44913638816e+002
+6.75238761044e+004,-1.44970623951e+002
+6.87399643118e+004,-1.44755152743e+002
+6.99779539652e+004,-1.45238378320e+002
+7.12382395042e+004,-1.45395202842e+002
+7.25212224722e+004,-1.45505461832e+002
+7.38273116442e+004,-1.45606198023e+002
+7.51569231572e+004,-1.39870424845e+002
+7.65104806427e+004,-1.43557173162e+002
+7.78884153618e+004,-1.45687248528e+002
+7.92911663423e+004,-1.45710905592e+002
+8.07191805189e+004,-1.46158478639e+002
+8.21729128755e+004,-1.44596317497e+002
+8.36528265901e+004,-1.40184680388e+002
+8.51593931825e+004,-1.45728407877e+002
+8.66930926644e+004,-1.19493065063e+002
+8.82544136923e+004,-1.45968189365e+002
+8.98438537235e+004,-1.40337794705e+002
+9.14619191741e+004,-1.44957062209e+002
+9.31091255809e+004,-1.46678108495e+002
+9.47859977652e+004,-1.46680796592e+002
+9.64930700003e+004,-1.46150661474e+002
+9.82308861817e+004,-1.40887375601e+002
+1.00000000000e+005,-1.44663542481e+002
+1.01800975118e+005,-1.47534427272e+002
+1.03634385350e+005,-1.48531076336e+002
+1.05500814844e+005,-1.48846967115e+002
+1.07400858268e+005,-1.48687174399e+002
+1.09335121002e+005,-1.48406552670e+002
+1.11304219327e+005,-1.48622233964e+002
+1.13308780622e+005,-1.48576668447e+002
+1.15349443568e+005,-1.48755645347e+002
+1.17426858345e+005,-1.44293205930e+002
+1.19541686846e+005,-1.45002228167e+002
+1.21694602882e+005,-1.48185191962e+002
+1.23886292399e+005,-1.47774603135e+002
+1.26117453700e+005,-1.44284015419e+002
+1.28388797661e+005,-1.31184025491e+002
+1.30701047961e+005,-1.25621913487e+002
+1.33054941314e+005,-1.39377261643e+002
+1.35451227700e+005,-1.45927489126e+002
+1.37890670608e+005,-1.48760925983e+002
+1.40374047276e+005,-1.45803572947e+002
+1.42902148939e+005,-1.45891699163e+002
+1.45475781085e+005,-1.48728469266e+002
+1.48095763705e+005,-1.49800785104e+002
+1.50762931560e+005,-1.49336326841e+002
+1.53478134445e+005,-1.49903079492e+002
+1.56242237458e+005,-1.49415640475e+002
+1.59056121278e+005,-1.48231659453e+002
+1.61920682446e+005,-1.44686654134e+002
+1.64836833648e+005,-1.47591792197e+002
+1.67805504007e+005,-1.46718179730e+002
+1.70827639381e+005,-1.30780175544e+002
+1.73904202661e+005,-1.23756161628e+002
+1.77036174080e+005,-1.31514158306e+002
+1.80224551525e+005,-1.48841210524e+002
+1.83470350855e+005,-1.45255824559e+002
+1.86774606222e+005,-1.46811121895e+002
+1.90138370407e+005,-1.49789883411e+002
+1.93562715148e+005,-1.50111153852e+002
+1.97048731486e+005,-1.50429052087e+002
+2.00597530110e+005,-1.49823259412e+002
+2.04210241715e+005,-1.44913204438e+002
+2.07888017356e+005,-1.46496999030e+002
+2.11632028822e+005,-1.47882261061e+002
+2.15443469003e+005,-1.28202947485e+002
+2.19323552273e+005,-1.27691260330e+002
+2.23273514878e+005,-1.49065373938e+002
+2.27294615326e+005,-1.44984753730e+002
+2.31388134792e+005,-1.49401928924e+002
+2.35555377526e+005,-1.50482302389e+002
+2.39797671264e+005,-1.50475148424e+002
+2.44116367658e+005,-1.50572528440e+002
+2.48512842698e+005,-1.45195315084e+002
+2.52988497160e+005,-1.49004053032e+002
+2.57544757045e+005,-1.28138757761e+002
+2.62183074038e+005,-1.26982491155e+002
+2.66904925965e+005,-1.48456610688e+002
+2.71711817270e+005,-1.45808202751e+002
+2.76605279492e+005,-1.50842345243e+002
+2.81586871751e+005,-1.50275127452e+002
+2.86658181246e+005,-1.51044906952e+002
+2.91820823764e+005,-1.46244193166e+002
+2.97076444190e+005,-1.47530905644e+002
+3.02426717031e+005,-1.25176496548e+002
+3.07873346955e+005,-1.30413314376e+002
+3.13418069329e+005,-1.47748735950e+002
+3.19062650773e+005,-1.49497004834e+002
+3.24808889724e+005,-1.51124659952e+002
+3.30658617009e+005,-1.51114779806e+002
+3.36613696427e+005,-1.47620778491e+002
+3.42676025343e+005,-1.31446413449e+002
+3.48847535295e+005,-1.26587593336e+002
+3.55130192606e+005,-1.48744596030e+002
+3.61525999011e+005,-1.48743687782e+002
+3.68036992298e+005,-1.50960221890e+002
+3.74665246955e+005,-1.50477568565e+002
+3.81412874828e+005,-1.47560277265e+002
+3.88282025801e+005,-1.27072949918e+002
+3.95274888473e+005,-1.37221793532e+002
+4.02393690862e+005,-1.47085341895e+002
+4.09640701111e+005,-1.51626398475e+002
+4.17018228212e+005,-1.51393034388e+002
+4.24528622739e+005,-1.48333791967e+002
+4.32174277604e+005,-1.26981160828e+002
+4.39957628810e+005,-1.41172473162e+002
+4.47881156235e+005,-1.48633637747e+002
+4.55947384417e+005,-1.52333571928e+002
+4.64158883361e+005,-1.48092422090e+002
+4.72518269359e+005,-1.35293892465e+002
+4.81028205818e+005,-1.28610917187e+002
+4.89691404115e+005,-1.48814807617e+002
+4.98510624459e+005,-1.51937610806e+002
+5.07488676766e+005,-1.48510009998e+002
+5.16628421561e+005,-1.28783994124e+002
+5.25932770886e+005,-1.35825814795e+002
+5.35404689227e+005,-1.49823783684e+002
+5.45047194461e+005,-1.51865696201e+002
+5.54863358815e+005,-1.47824934704e+002
+5.64856309846e+005,-1.27970684891e+002
+5.75029231439e+005,-1.48170390714e+002
+5.85385364818e+005,-1.51868618132e+002
+5.95928009583e+005,-1.48883561967e+002
+6.06660524757e+005,-1.27773858552e+002
+6.17586329859e+005,-1.49356639400e+002
+6.28708905992e+005,-1.53108652847e+002
+6.40031796953e+005,-1.49591646174e+002
+6.51558610364e+005,-1.28429862495e+002
+6.63293018816e+005,-1.49878134132e+002
+6.75238761044e+005,-1.52833568893e+002
+6.87399643118e+005,-1.33873138085e+002
+6.99779539652e+005,-1.30504937723e+002
+7.12382395042e+005,-1.51804916789e+002
+7.25212224722e+005,-1.50255607200e+002
+7.38273116442e+005,-1.29061253595e+002
+7.51569231572e+005,-1.50227252441e+002
+7.65104806427e+005,-1.50456212797e+002
+7.78884153618e+005,-1.29649492496e+002
+7.92911663423e+005,-1.35063817081e+002
+8.07191805189e+005,-1.36370407595e+002
+8.21729128755e+005,-1.32033044786e+002
+8.36528265901e+005,-1.36211653597e+002
+8.51593931825e+005,-1.35144850904e+002
+8.66930926644e+005,-1.32100524490e+002
+8.82544136923e+005,-1.37365428278e+002
+8.98438537235e+005,-1.34169128478e+002
+9.14619191741e+005,-1.32467631459e+002
+9.31091255809e+005,-1.38315906132e+002
+9.47859977652e+005,-1.33432366591e+002
+9.64930700003e+005,-1.33109567063e+002
+9.82308861817e+005,-1.38621069744e+002
+1.00000000000e+006,-1.33432095915e+002
