Offset Frequency (Hz),AM Noise (dBc/Hz)
+2.35555377526e+003,-1.27426048315e+002
+2.39797671264e+003,-1.27914986777e+002
+2.44116367658e+003,-1.27611509534e+002
+2.48512842698e+003,-1.28053562197e+002
+2.52988497160e+003,-1.27036929350e+002
+2.57544757045e+003,-1.27794291384e+002
+2.62183074038e+003,-1.27207615438e+002
+2.66904925965e+003,-1.27425337773e+002
+2.71711817270e+003,-1.27136937236e+002
+2.76605279492e+003,-1.28052088135e+002
+2.81586871751e+003,-1.27804987352e+002
+2.86658181246e+003,-1.27795812954e+002
+2.91820823764e+003,-1.27228841930e+002
+2.97076444190e+003,-1.27715526031e+002
+3.02426717031e+003,-1.27432197751e+002
+3.07873346955e+003,-1.27739299782e+002
+3.13418069329e+003,-1.28038869245e+002
+3.19062650773e+003,-1.27763812379e+002
+3.24808889724e+003,-1.27358082947e+002
+3.30658617009e+003,-1.27595150888e+002
+3.36613696427e+003,-1.27770396256e+002
+3.42676025343e+003,-1.27611514247e+002
+3.48847535295e+003,-1.27640367759e+002
+3.55130192606e+003,-1.28087673037e+002
+3.61525999011e+003,-1.28504269826e+002
+3.68036992298e+003,-1.28261504280e+002
+3.74665246955e+003,-1.28887441867e+002
+3.81412874828e+003,-1.28994132302e+002
+3.88282025801e+003,-1.29733226324e+002
+3.95274888473e+003,-1.29280111581e+002
+4.02393690862e+003,-1.30012654383e+002
+4.09640701111e+003,-1.29396526582e+002
+4.17018228212e+003,-1.29540771302e+002
+4.24528622739e+003,-1.29877580657e+002
+4.32174277604e+003,-1.30325048882e+002
+4.39957628810e+003,-1.29760095786e+002
+4.47881156235e+003,-1.30050526979e+002
+4.55947384417e+003,-1.29547568853e+002
+4.64158883361e+003,-1.30804156321e+002
+4.72518269359e+003,-1.30066933414e+002
+4.81028205818e+003,-1.29353766209e+002
+4.89691404115e+003,-1.29377644483e+002
+4.98510624459e+003,-1.30173796282e+002
+5.07488676766e+003,-1.29889928483e+002
+5.16628421561e+003,-1.30498541939e+002
+5.25932770886e+003,-1.29895372794e+002
+5.35404689227e+003,-1.30828897144e+002
+5.45047194461e+003,-1.29729724876e+002
+5.54863358815e+003,-1.30367250614e+002
+5.64856309846e+003,-1.30870874329e+002
+5.75029231439e+003,-1.30956820211e+002
+5.85385364818e+003,-1.30874305089e+002
+5.95928009583e+003,-1.30021452730e+002
+6.06660524757e+003,-1.30818386581e+002
+6.17586329859e+003,-1.31818298184e+002
+6.28708905992e+003,-1.30840991041e+002
+6.40031796953e+003,-1.29335105636e+002
+6.51558610364e+003,-1.30519579321e+002
+6.63293018816e+003,-1.28651405958e+002
+6.75238761044e+003,-1.31466693401e+002
+6.87399643118e+003,-1.30223637169e+002
+6.99779539652e+003,-1.30160271012e+002
+7.12382395042e+003,-1.28959822181e+002
+7.25212224722e+003,-1.28879939516e+002
+7.38273116442e+003,-1.31080419639e+002
+7.51569231572e+003,-1.31809248717e+002
+7.65104806427e+003,-1.29595762102e+002
+7.78884153618e+003,-1.28600212153e+002
+7.92911663423e+003,-1.28365354565e+002
+8.07191805189e+003,-1.28522351457e+002
+8.21729128755e+003,-1.28464603800e+002
+8.36528265901e+003,-1.30396907315e+002
+8.51593931825e+003,-1.29334254449e+002
+8.66930926644e+003,-1.30680317335e+002
+8.82544136923e+003,-1.29432881152e+002
+8.98438537235e+003,-1.29998677808e+002
+9.14619191741e+003,-1.28639090655e+002
+9.31091255809e+003,-1.29091057815e+002
+9.47859977652e+003,-1.30153200727e+002
+9.64930700003e+003,-1.28839723328e+002
+9.82308861817e+003,-1.29351794606e+002
+1.00000000000e+004,-1.30449815190e+002
+1.01800975118e+004,-1.30921152614e+002
+1.03634385350e+004,-1.30795083088e+002
+1.05500814844e+004,-1.29628324014e+002
+1.07400858268e+004,-1.28017694269e+002
+1.09335121002e+004,-1.29590128859e+002
+1.11304219327e+004,-1.28084557477e+002
+1.13308780622e+004,-1.28044703172e+002
+1.15349443568e+004,-1.27063371254e+002
+1.17426858345e+004,-1.29703084324e+002
+1.19541686846e+004,-1.29501048312e+002
+1.21694602882e+004,-1.29738504982e+002
+1.23886292399e+004,-1.29186091559e+002
+1.26117453700e+004,-1.28442686894e+002
+1.28388797661e+004,-1.28314799826e+002
+1.30701047961e+004,-1.28326968241e+002
+1.33054941314e+004,-1.28262454851e+002
+1.35451227700e+004,-1.27773289853e+002
+1.37890670608e+004,-1.28697597984e+002
+1.40374047276e+004,-1.28840025603e+002
+1.42902148939e+004,-1.28958607099e+002
+1.45475781085e+004,-1.30203145014e+002
+1.48095763705e+004,-1.31120405295e+002
+1.50762931560e+004,-1.32011980905e+002
+1.53478134445e+004,-1.34229905275e+002
+1.56242237458e+004,-1.36582469970e+002
+1.59056121278e+004,-1.37183474982e+002
+1.61920682446e+004,-1.37421309220e+002
+1.64836833648e+004,-1.37702909976e+002
+1.67805504007e+004,-1.38193311120e+002
+1.70827639381e+004,-1.38402577092e+002
+1.73904202661e+004,-1.38405644321e+002
+1.77036174080e+004,-1.38336296251e+002
+1.80224551525e+004,-1.38487123083e+002
+1.83470350855e+004,-1.38377714138e+002
+1.86774606222e+004,-1.38642019109e+002
+1.90138370407e+004,-1.38544510465e+002
+1.93562715148e+004,-1.38615247905e+002
+1.97048731486e+004,-1.38937040075e+002
+2.00597530110e+004,-1.38547813339e+002
+2.04210241715e+004,-1.39058637121e+002
+2.07888017356e+004,-1.38951821713e+002
+2.11632028822e+004,-1.39158213756e+002
+2.15443469003e+004,-1.39239099619e+002
+2.19323552273e+004,-1.39159021386e+002
+2.23273514878e+004,-1.39646042183e+002
+2.27294615326e+004,-1.39430563854e+002
+2.31388134792e+004,-1.39286317805e+002
+2.35555377526e+004,-1.39710172607e+002
+2.39797671264e+004,-1.39585962008e+002
+2.44116367658e+004,-1.39832688819e+002
+2.48512842698e+004,-1.39798790473e+002
+2.52988497160e+004,-1.40143514447e+002
+2.57544757045e+004,-1.40094399091e+002
+2.62183074038e+004,-1.40129005706e+002
+2.66904925965e+004,-1.40152412755e+002
+2.71711817270e+004,-1.40412539797e+002
+2.76605279492e+004,-1.40642593489e+002
+2.81586871751e+004,-1.40297783380e+002
+2.86658181246e+004,-1.40615542117e+002
+2.91820823764e+004,-1.40427214783e+002
+2.97076444190e+004,-1.40680441906e+002
+3.02426717031e+004,-1.40526743585e+002
+3.07873346955e+004,-1.40815663538e+002
+3.13418069329e+004,-1.40248052042e+002
+3.19062650773e+004,-1.37849612552e+002
+3.24808889724e+004,-1.37587711551e+002
+3.30658617009e+004,-1.40588308746e+002
+3.36613696427e+004,-1.41149892259e+002
+3.42676025343e+004,-1.41142783369e+002
+3.48847535295e+004,-1.41132552916e+002
+3.55130192606e+004,-1.41531693031e+002
+3.61525999011e+004,-1.41066744127e+002
+3.68036992298e+004,-1.41843314337e+002
+3.74665246955e+004,-1.41759764598e+002
+3.81412874828e+004,-1.41691767604e+002
+3.88282025801e+004,-1.41426522925e+002
+3.95274888473e+004,-1.39365825058e+002
+4.02393690862e+004,-1.38098730290e+002
+4.09640701111e+004,-1.40570130662e+002
+4.17018228212e+004,-1.41721378726e+002
+4.24528622739e+004,-1.42217791659e+002
+4.32174277604e+004,-1.16672009545e+002
+4.39957628810e+004,-1.24490095687e+002
+4.47881156235e+004,-1.42274432868e+002
+4.55947384417e+004,-1.41349839077e+002
+4.64158883361e+004,-1.38565357756e+002
+4.72518269359e+004,-1.39410398945e+002
+4.81028205818e+004,-1.42153677606e+002
+4.89691404115e+004,-1.42671625596e+002
+4.98510624459e+004,-1.42276314558e+002
+5.07488676766e+004,-1.42352699069e+002
+5.16628421561e+004,-1.42701810366e+002
+5.25932770886e+004,-1.42962041193e+002
+5.35404689227e+004,-1.42300555379e+002
+5.45047194461e+004,-1.38418631832e+002
+5.54863358815e+004,-1.41962608206e+002
+5.64856309846e+004,-1.43164146125e+002
+5.75029231439e+004,-1.43061565336e+002
+5.85385364818e+004,-1.43323038241e+002
+5.95928009583e+004,-1.43381743555e+002
+6.06660524757e+004,-1.43348601399e+002
+6.17586329859e+004,-1.43477892334e+002
+6.28708905992e+004,-1.43771073239e+002
+6.40031796953e+004,-1.43741783766e+002
+6.51558610364e+004,-1.43804447215e+002
+6.63293018816e+004,-1.43979546164e+002
+6.75238761044e+004,-1.44063396670e+002
+6.87399643118e+004,-1.44079463471e+002
+6.99779539652e+004,-1.44451575730e+002
+7.12382395042e+004,-1.44310033076e+002
+7.25212224722e+004,-1.44425329338e+002
+7.38273116442e+004,-1.44712972268e+002
+7.51569231572e+004,-1.40582990363e+002
+7.65104806427e+004,-1.43174107161e+002
+7.78884153618e+004,-1.44896933108e+002
+7.92911663423e+004,-1.45246982230e+002
+8.07191805189e+004,-1.45288592015e+002
+8.21729128755e+004,-1.44287472949e+002
+8.36528265901e+004,-1.40831264748e+002
+8.51593931825e+004,-1.45515154341e+002
+8.66930926644e+004,-1.17826966764e+002
+8.82544136923e+004,-1.45475015430e+002
+8.98438537235e+004,-1.41007938893e+002
+9.14619191741e+004,-1.45472868580e+002
+9.31091255809e+004,-1.46261888712e+002
+9.47859977652e+004,-1.46464904809e+002
+9.64930700003e+004,-1.45497657773e+002
+9.82308861817e+004,-1.41425209400e+002
+1.00000000000e+005,-1.44975833597e+002
+1.01800975118e+005,-1.47618069391e+002
+1.03634385350e+005,-1.48260463626e+002
+1.05500814844e+005,-1.48219685285e+002
+1.07400858268e+005,-1.48246897642e+002
+1.09335121002e+005,-1.48434990757e+002
+1.11304219327e+005,-1.48375637735e+002
+1.13308780622e+005,-1.48497978542e+002
+1.15349443568e+005,-1.48686305632e+002
+1.17426858345e+005,-1.45014635368e+002
+1.19541686846e+005,-1.45438854288e+002
+1.21694602882e+005,-1.48287664061e+002
+1.23886292399e+005,-1.47836949977e+002
+1.26117453700e+005,-1.44624795411e+002
+1.28388797661e+005,-1.30534089333e+002
+1.30701047961e+005,-1.24975462403e+002
+1.33054941314e+005,-1.38838254677e+002
+1.35451227700e+005,-1.46678905216e+002
+1.37890670608e+005,-1.48745856382e+002
+1.40374047276e+005,-1.46099966934e+002
+1.42902148939e+005,-1.46662266276e+002
+1.45475781085e+005,-1.48974826323e+002
+1.48095763705e+005,-1.49800939155e+002
+1.50762931560e+005,-1.49238971473e+002
+1.53478134445e+005,-1.49816929307e+002
+1.56242237458e+005,-1.49301566515e+002
+1.59056121278e+005,-1.48636025970e+002
+1.61920682446e+005,-1.44894938312e+002
+1.64836833648e+005,-1.47915689990e+002
+1.67805504007e+005,-1.47395093788e+002
+1.70827639381e+005,-1.31508266682e+002
+1.73904202661e+005,-1.24456790353e+002
+1.77036174080e+005,-1.32198805121e+002
+1.80224551525e+005,-1.49144091713e+002
+1.83470350855e+005,-1.46166501510e+002
+1.86774606222e+005,-1.47411124356e+002
+1.90138370407e+005,-1.49936783563e+002
+1.93562715148e+005,-1.49955875373e+002
+1.97048731486e+005,-1.49900929688e+002
+2.00597530110e+005,-1.49899153204e+002
+2.04210241715e+005,-1.45983533449e+002
+2.07888017356e+005,-1.47272537323e+002
+2.11632028822e+005,-1.48310142510e+002
+2.15443469003e+005,-1.29252040914e+002
+2.19323552273e+005,-1.28722419642e+002
+2.23273514878e+005,-1.49641530788e+002
+2.27294615326e+005,-1.45954740796e+002
+2.31388134792e+005,-1.49351083655e+002
+2.35555377526e+005,-1.50463190142e+002
+2.39797671264e+005,-1.50360053910e+002
+2.44116367658e+005,-1.50268889532e+002
+2.48512842698e+005,-1.46014275356e+002
+2.52988497160e+005,-1.49346062432e+002
+2.57544757045e+005,-1.29203343956e+002
+2.62183074038e+005,-1.28033359192e+002
+2.66904925965e+005,-1.49117080044e+002
+2.71711817270e+005,-1.46111964132e+002
+2.76605279492e+005,-1.50674334232e+002
+2.81586871751e+005,-1.50289048757e+002
+2.86658181246e+005,-1.50909940572e+002
+2.91820823764e+005,-1.47286122763e+002
+2.97076444190e+005,-1.48357720881e+002
+3.02426717031e+005,-1.26164457518e+002
+3.07873346955e+005,-1.31428516034e+002
+3.13418069329e+005,-1.47765134191e+002
+3.19062650773e+005,-1.49584060871e+002
+3.24808889724e+005,-1.51311306925e+002
+3.30658617009e+005,-1.51146756349e+002
+3.36613696427e+005,-1.48215278336e+002
+3.42676025343e+005,-1.32357015258e+002
+3.48847535295e+005,-1.27500310713e+002
+3.55130192606e+005,-1.49452075669e+002
+3.61525999011e+005,-1.49268576993e+002
+3.68036992298e+005,-1.51232486297e+002
+3.74665246955e+005,-1.50464158944e+002
+3.81412874828e+005,-1.48145413012e+002
+3.88282025801e+005,-1.27975863215e+002
+3.95274888473e+005,-1.38103868458e+002
+4.02393690862e+005,-1.47593352895e+002
+4.09640701111e+005,-1.51706917931e+002
+4.17018228212e+005,-1.51909193299e+002
+4.24528622739e+005,-1.48498444552e+002
+4.32174277604e+005,-1.27863292005e+002
+4.39957628810e+005,-1.41970567430e+002
+4.47881156235e+005,-1.48856340227e+002
+4.55947384417e+005,-1.52447191209e+002
+4.64158883361e+005,-1.48797569473e+002
+4.72518269359e+005,-1.36182271524e+002
+4.81028205818e+005,-1.29502617574e+002
+4.89691404115e+005,-1.49294810225e+002
+4.98510624459e+005,-1.52108957844e+002
+5.07488676766e+005,-1.49133120396e+002
+5.16628421561e+005,-1.29572618889e+002
+5.25932770886e+005,-1.36627724641e+002
+5.35404689227e+005,-1.50219363462e+002
+5.45047194461e+005,-1.51811774961e+002
+5.54863358815e+005,-1.48439566870e+002
+5.64856309846e+005,-1.28433931965e+002
+5.75029231439e+005,-1.48899416356e+002
+5.85385364818e+005,-1.51645703734e+002
+5.95928009583e+005,-1.49346913094e+002
+6.06660524757e+005,-1.28203098022e+002
+6.17586329859e+005,-1.49659280797e+002
+6.28708905992e+005,-1.53106140043e+002
+6.40031796953e+005,-1.49918573709e+002
+6.51558610364e+005,-1.29083968827e+002
+6.63293018816e+005,-1.49987952291e+002
+6.75238761044e+005,-1.52844655450e+002
+6.87399643118e+005,-1.34691224566e+002
+6.99779539652e+005,-1.31339573906e+002
+7.12382395042e+005,-1.52234562354e+002
+7.25212224722e+005,-1.50249930834e+002
+7.38273116442e+005,-1.29971827952e+002
+7.51569231572e+005,-1.50647745752e+002
+7.65104806427e+005,-1.50836683670e+002
+7.78884153618e+005,-1.30580121716e+002
+7.92911663423e+005,-1.35969748896e+002
+8.07191805189e+005,-1.37244239272e+002
+8.21729128755e+005,-1.32923508660e+002
+8.36528265901e+005,-1.37078902679e+002
+8.51593931825e+005,-1.36029561108e+002
+8.66930926644e+005,-1.32976868401e+002
+8.82544136923e+005,-1.38181670372e+002
+8.98438537235e+005,-1.34911260026e+002
+9.14619191741e+005,-1.33215542947e+002
+9.31091255809e+005,-1.38992654271e+002
+9.47859977652e+005,-1.34100134354e+002
+9.64930700003e+005,-1.33775913099e+002
+9.82308861817e+005,-1.39288138554e+002
+1.00000000000e+006,-1.34091918646e+002
