Offset Frequency (Hz),Phase Noise (dBc/Hz)
+3.68036992298e+004,-1.33005771452e+002
+3.74665246955e+004,-1.33215557834e+002
+3.81412874828e+004,-1.32993795600e+002
+3.88282025801e+004,-1.32959661305e+002
+3.95274888473e+004,-1.32863926888e+002
+4.02393690862e+004,-1.32904970140e+002
+4.09640701111e+004,-1.32758329778e+002
+4.17018228212e+004,-1.32673700652e+002
+4.24528622739e+004,-1.32633728555e+002
+4.32174277604e+004,-1.15307969175e+002
+4.39957628810e+004,-1.22770531304e+002
+4.47881156235e+004,-1.32662296052e+002
+4.55947384417e+004,-1.32614270329e+002
+4.64158883361e+004,-1.32569314052e+002
+4.72518269359e+004,-1.32629456793e+002
+4.81028205818e+004,-1.32701335849e+002
+4.89691404115e+004,-1.32640689162e+002
+4.98510624459e+004,-1.32764738144e+002
+5.07488676766e+004,-1.32588954367e+002
+5.16628421561e+004,-1.32710648182e+002
+5.25932770886e+004,-1.32863477478e+002
+5.35404689227e+004,-1.32861289383e+002
+5.45047194461e+004,-1.33110511084e+002
+5.54863358815e+004,-1.33135657405e+002
+5.64856309846e+004,-1.33341371539e+002
+5.75029231439e+004,-1.33416488413e+002
+5.85385364818e+004,-1.33478018759e+002
+5.95928009583e+004,-1.33705841664e+002
+6.06660524757e+004,-1.33927011340e+002
+6.17586329859e+004,-1.34119686611e+002
+6.28708905992e+004,-1.34314075612e+002
+6.40031796953e+004,-1.34461722143e+002
+6.51558610364e+004,-1.34702765516e+002
+6.63293018816e+004,-1.34956767089e+002
+6.75238761044e+004,-1.34965404753e+002
+6.87399643118e+004,-1.35392362666e+002
+6.99779539652e+004,-1.35716623293e+002
+7.12382395042e+004,-1.36217974866e+002
+7.25212224722e+004,-1.36485484017e+002
+7.38273116442e+004,-1.36738931745e+002
+7.51569231572e+004,-1.37088654604e+002
+7.65104806427e+004,-1.37311073314e+002
+7.78884153618e+004,-1.37635159650e+002
+7.92911663423e+004,-1.37909248706e+002
+8.07191805189e+004,-1.38177993947e+002
+8.21729128755e+004,-1.38479944730e+002
+8.36528265901e+004,-1.38355249227e+002
+8.51593931825e+004,-1.38690256410e+002
+8.66930926644e+004,-1.18340122784e+002
+8.82544136923e+004,-1.39575692176e+002
+8.98438537235e+004,-1.39786484424e+002
+9.14619191741e+004,-1.40263278211e+002
+9.31091255809e+004,-1.40437414186e+002
+9.47859977652e+004,-1.40717497987e+002
+9.64930700003e+004,-1.40790191499e+002
+9.82308861817e+004,-1.41041422728e+002
+1.00000000000e+005,-1.41414859761e+002
+1.01800975118e+005,-1.41808170255e+002
+1.03634385350e+005,-1.42079340156e+002
+1.05500814844e+005,-1.42237670845e+002
+1.07400858268e+005,-1.42523327601e+002
+1.09335121002e+005,-1.42747017718e+002
+1.11304219327e+005,-1.43059178110e+002
+1.13308780622e+005,-1.43492678601e+002
+1.15349443568e+005,-1.43920805109e+002
+1.17426858345e+005,-1.44161531213e+002
+1.19541686846e+005,-1.44542983171e+002
+1.21694602882e+005,-1.44970797885e+002
+1.23886292399e+005,-1.45207001531e+002
+1.26117453700e+005,-1.44565428861e+002
+1.28388797661e+005,-1.31750237553e+002
+1.30701047961e+005,-1.26303311287e+002
+1.33054941314e+005,-1.39581967954e+002
+1.35451227700e+005,-1.46753816033e+002
+1.37890670608e+005,-1.47119728901e+002
+1.40374047276e+005,-1.47648406226e+002
+1.42902148939e+005,-1.47826970039e+002
+1.45475781085e+005,-1.47961673624e+002
+1.48095763705e+005,-1.48542344654e+002
+1.50762931560e+005,-1.48876932425e+002
+1.53478134445e+005,-1.49105534173e+002
+1.56242237458e+005,-1.49391753261e+002
+1.59056121278e+005,-1.49829706021e+002
+1.61920682446e+005,-1.49733321273e+002
+1.64836833648e+005,-1.49952719501e+002
+1.67805504007e+005,-1.50005676797e+002
+1.70827639381e+005,-1.33713704282e+002
+1.73904202661e+005,-1.26720595875e+002
+1.77036174080e+005,-1.34413211452e+002
+1.80224551525e+005,-1.50922665914e+002
+1.83470350855e+005,-1.50987195979e+002
+1.86774606222e+005,-1.50771948250e+002
+1.90138370407e+005,-1.51670291899e+002
+1.93562715148e+005,-1.51841952418e+002
+1.97048731486e+005,-1.51735329234e+002
+2.00597530110e+005,-1.51932530449e+002
+2.04210241715e+005,-1.52229077981e+002
+2.07888017356e+005,-1.51722838140e+002
+2.11632028822e+005,-1.52061943996e+002
+2.15443469003e+005,-1.32113429005e+002
+2.19323552273e+005,-1.31576283763e+002
+2.23273514878e+005,-1.52679516363e+002
+2.27294615326e+005,-1.52625701555e+002
+2.31388134792e+005,-1.52634173388e+002
+2.35555377526e+005,-1.52509894812e+002
+2.39797671264e+005,-1.53206661411e+002
+2.44116367658e+005,-1.53776325315e+002
+2.48512842698e+005,-1.53354362672e+002
+2.52988497160e+005,-1.53273969990e+002
+2.57544757045e+005,-1.32252067609e+002
+2.62183074038e+005,-1.31077640356e+002
+2.66904925965e+005,-1.54065969732e+002
+2.71711817270e+005,-1.53743919543e+002
+2.76605279492e+005,-1.53579306145e+002
+2.81586871751e+005,-1.52483236142e+002
+2.86658181246e+005,-1.54348269643e+002
+2.91820823764e+005,-1.54865186836e+002
+2.97076444190e+005,-1.53895879313e+002
+3.02426717031e+005,-1.29316657550e+002
+3.07873346955e+005,-1.34540239083e+002
+3.13418069329e+005,-1.55517469820e+002
+3.19062650773e+005,-1.55435037288e+002
+3.24808889724e+005,-1.55353729226e+002
+3.30658617009e+005,-1.55651969098e+002
+3.36613696427e+005,-1.56214395934e+002
+3.42676025343e+005,-1.35522719976e+002
+3.48847535295e+005,-1.30629161208e+002
+3.55130192606e+005,-1.56073041944e+002
+3.61525999011e+005,-1.56806685722e+002
+3.68036992298e+005,-1.56549866222e+002
+3.74665246955e+005,-1.57104470212e+002
+3.81412874828e+005,-1.56338188539e+002
+3.88282025801e+005,-1.31049419823e+002
+3.95274888473e+005,-1.41137421923e+002
+4.02393690862e+005,-1.57176388417e+002
+4.09640701111e+005,-1.57515985954e+002
+4.17018228212e+005,-1.57497691009e+002
+4.24528622739e+005,-1.58095197727e+002
+4.32174277604e+005,-1.31007576725e+002
+4.39957628810e+005,-1.45180349984e+002
+4.47881156235e+005,-1.58133649201e+002
+4.55947384417e+005,-1.58702502910e+002
+4.64158883361e+005,-1.58676505994e+002
+4.72518269359e+005,-1.39041831571e+002
+4.81028205818e+005,-1.32345631226e+002
+4.89691404115e+005,-1.59227082348e+002
+4.98510624459e+005,-1.58413042517e+002
+5.07488676766e+005,-1.59518571151e+002
+5.16628421561e+005,-1.32165120921e+002
+5.25932770886e+005,-1.39223270286e+002
+5.35404689227e+005,-1.59778231719e+002
+5.45047194461e+005,-1.59694197812e+002
+5.54863358815e+005,-1.58905710043e+002
+5.64856309846e+005,-1.30812202744e+002
+5.75029231439e+005,-1.60222865766e+002
+5.85385364818e+005,-1.60407477218e+002
+5.95928009583e+005,-1.60744215118e+002
+6.06660524757e+005,-1.30692493680e+002
+6.17586329859e+005,-1.60970130812e+002
+6.28708905992e+005,-1.61063476994e+002
+6.40031796953e+005,-1.61256664464e+002
+6.51558610364e+005,-1.31809862727e+002
+6.63293018816e+005,-1.61311260669e+002
+6.75238761044e+005,-1.61879402606e+002
+6.87399643118e+005,-1.37598261346e+002
+6.99779539652e+005,-1.34245353612e+002
+7.12382395042e+005,-1.61972289467e+002
+7.25212224722e+005,-1.62489966127e+002
+7.38273116442e+005,-1.32970770392e+002
+7.51569231572e+005,-1.62541296217e+002
+7.65104806427e+005,-1.62716731561e+002
+7.78884153618e+005,-1.33590609614e+002
+7.92911663423e+005,-1.38977634795e+002
+8.07191805189e+005,-1.40234726381e+002
+8.21729128755e+005,-1.35913170843e+002
+8.36528265901e+005,-1.40077752561e+002
+8.51593931825e+005,-1.38900740329e+002
+8.66930926644e+005,-1.35865884264e+002
+8.82544136923e+005,-1.41093206606e+002
+8.98438537235e+005,-1.37667561830e+002
+9.14619191741e+005,-1.35972429896e+002
+9.31091255809e+005,-1.41709154752e+002
+9.47859977652e+005,-1.36677197854e+002
+9.64930700003e+005,-1.36359906736e+002
+9.82308861817e+005,-1.41804863323e+002
+1.00000000000e+006,-1.36534165533e+002
