Offset Frequency (Hz),AM Noise (dBc/Hz)
+7.78884153618e+003,-1.31460559032e+002
+7.92911663423e+003,-1.31728519769e+002
+8.07191805189e+003,-1.31623493274e+002
+8.21729128755e+003,-1.31721169515e+002
+8.36528265901e+003,-1.33736792668e+002
+8.51593931825e+003,-1.31951038584e+002
+8.66930926644e+003,-1.32542094061e+002
+8.82544136923e+003,-1.32991158611e+002
+8.98438537235e+003,-1.32618949174e+002
+9.14619191741e+003,-1.32629251161e+002
+9.31091255809e+003,-1.33334598421e+002
+9.47859977652e+003,-1.33445474296e+002
+9.64930700003e+003,-1.32474391411e+002
+9.82308861817e+003,-1.33117320637e+002
+1.00000000000e+004,-1.33648419171e+002
+1.01800975118e+004,-1.32717794878e+002
+1.03634385350e+004,-1.33904156525e+002
+1.05500814844e+004,-1.33119800271e+002
+1.07400858268e+004,-1.32120468092e+002
+1.09335121002e+004,-1.31175119035e+002
+1.11304219327e+004,-1.31004104735e+002
+1.13308780622e+004,-1.31091983127e+002
+1.15349443568e+004,-1.31378282111e+002
+1.17426858345e+004,-1.32897896352e+002
+1.19541686846e+004,-1.34044446649e+002
+1.21694602882e+004,-1.33890584559e+002
+1.23886292399e+004,-1.33566217563e+002
+1.26117453700e+004,-1.33412476393e+002
+1.28388797661e+004,-1.33329677721e+002
+1.30701047961e+004,-1.33217412448e+002
+1.33054941314e+004,-1.33127674396e+002
+1.35451227700e+004,-1.32718324156e+002
+1.37890670608e+004,-1.33127602500e+002
+1.40374047276e+004,-1.33522799625e+002
+1.42902148939e+004,-1.33827591479e+002
+1.45475781085e+004,-1.34317245282e+002
+1.48095763705e+004,-1.34937515442e+002
+1.50762931560e+004,-1.35829300179e+002
+1.53478134445e+004,-1.36922700870e+002
+1.56242237458e+004,-1.37215802813e+002
+1.59056121278e+004,-1.37283988650e+002
+1.61920682446e+004,-1.37692543681e+002
+1.64836833648e+004,-1.37911094401e+002
+1.67805504007e+004,-1.37872752172e+002
+1.70827639381e+004,-1.38359410204e+002
+1.73904202661e+004,-1.38554514999e+002
+1.77036174080e+004,-1.38471593719e+002
+1.80224551525e+004,-1.38495520430e+002
+1.83470350855e+004,-1.38205942048e+002
+1.86774606222e+004,-1.38430185803e+002
+1.90138370407e+004,-1.38501260518e+002
+1.93562715148e+004,-1.38313639410e+002
+1.97048731486e+004,-1.38983712414e+002
+2.00597530110e+004,-1.38756504466e+002
+2.04210241715e+004,-1.38918382942e+002
+2.07888017356e+004,-1.38330472267e+002
+2.11632028822e+004,-1.39067210208e+002
+2.15443469003e+004,-1.38715257255e+002
+2.19323552273e+004,-1.39141403114e+002
+2.23273514878e+004,-1.39558316093e+002
+2.27294615326e+004,-1.39182990445e+002
+2.31388134792e+004,-1.39594143744e+002
+2.35555377526e+004,-1.39564693464e+002
+2.39797671264e+004,-1.39632765612e+002
+2.44116367658e+004,-1.39780753510e+002
+2.48512842698e+004,-1.40036596485e+002
+2.52988497160e+004,-1.39709037587e+002
+2.57544757045e+004,-1.39837532576e+002
+2.62183074038e+004,-1.40169627989e+002
+2.66904925965e+004,-1.40357952569e+002
+2.71711817270e+004,-1.40649623464e+002
+2.76605279492e+004,-1.40169173327e+002
+2.81586871751e+004,-1.40637904590e+002
+2.86658181246e+004,-1.40363172157e+002
+2.91820823764e+004,-1.40696019075e+002
+2.97076444190e+004,-1.40787078875e+002
+3.02426717031e+004,-1.40967709830e+002
+3.07873346955e+004,-1.40427534100e+002
+3.13418069329e+004,-1.39930648812e+002
+3.19062650773e+004,-1.37414634873e+002
+3.24808889724e+004,-1.36737772126e+002
+3.30658617009e+004,-1.39806114859e+002
+3.36613696427e+004,-1.41301465277e+002
+3.42676025343e+004,-1.41191783102e+002
+3.48847535295e+004,-1.41451080422e+002
+3.55130192606e+004,-1.41943337075e+002
+3.61525999011e+004,-1.41481427987e+002
+3.68036992298e+004,-1.41145775478e+002
+3.74665246955e+004,-1.42403473090e+002
+3.81412874828e+004,-1.41842163044e+002
+3.88282025801e+004,-1.40714165547e+002
+3.95274888473e+004,-1.38841196544e+002
+4.02393690862e+004,-1.38001625105e+002
+4.09640701111e+004,-1.40632040331e+002
+4.17018228212e+004,-1.41983252408e+002
+4.24528622739e+004,-1.42340945845e+002
+4.32174277604e+004,-1.16343989991e+002
+4.39957628810e+004,-1.24174999463e+002
+4.47881156235e+004,-1.41678355187e+002
+4.55947384417e+004,-1.41785858920e+002
+4.64158883361e+004,-1.39040857234e+002
+4.72518269359e+004,-1.39496755074e+002
+4.81028205818e+004,-1.41581553105e+002
+4.89691404115e+004,-1.42723058822e+002
+4.98510624459e+004,-1.42950795426e+002
+5.07488676766e+004,-1.42587436815e+002
+5.16628421561e+004,-1.43519730048e+002
+5.25932770886e+004,-1.42731003416e+002
+5.35404689227e+004,-1.42265120490e+002
+5.45047194461e+004,-1.37751377942e+002
+5.54863358815e+004,-1.42211403352e+002
+5.64856309846e+004,-1.43420652577e+002
+5.75029231439e+004,-1.43147174297e+002
+5.85385364818e+004,-1.43153939704e+002
+5.95928009583e+004,-1.43402223913e+002
+6.06660524757e+004,-1.43567535934e+002
+6.17586329859e+004,-1.43950620939e+002
+6.28708905992e+004,-1.43658500428e+002
+6.40031796953e+004,-1.43878141921e+002
+6.51558610364e+004,-1.43402887298e+002
+6.63293018816e+004,-1.44240797491e+002
+6.75238761044e+004,-1.43395601978e+002
+6.87399643118e+004,-1.44634951345e+002
+6.99779539652e+004,-1.44425141957e+002
+7.12382395042e+004,-1.44847864403e+002
+7.25212224722e+004,-1.43890325110e+002
+7.38273116442e+004,-1.44571860874e+002
+7.51569231572e+004,-1.40106421143e+002
+7.65104806427e+004,-1.42914909637e+002
+7.78884153618e+004,-1.44951809807e+002
+7.92911663423e+004,-1.45500882450e+002
+8.07191805189e+004,-1.44942434131e+002
+8.21729128755e+004,-1.43815501195e+002
+8.36528265901e+004,-1.40048584472e+002
+8.51593931825e+004,-1.44714677783e+002
+8.66930926644e+004,-1.17557260487e+002
+8.82544136923e+004,-1.45237706787e+002
+8.98438537235e+004,-1.40458632382e+002
+9.14619191741e+004,-1.45368350710e+002
+9.31091255809e+004,-1.46317034097e+002
+9.47859977652e+004,-1.46269523903e+002
+9.64930700003e+004,-1.45672226537e+002
+9.82308861817e+004,-1.41200646258e+002
+1.00000000000e+005,-1.45301299896e+002
+1.01800975118e+005,-1.47217282055e+002
+1.03634385350e+005,-1.48152033058e+002
+1.05500814844e+005,-1.48219326055e+002
+1.07400858268e+005,-1.48735571831e+002
+1.09335121002e+005,-1.48621384922e+002
+1.11304219327e+005,-1.48427325586e+002
+1.13308780622e+005,-1.48512890452e+002
+1.15349443568e+005,-1.48420285777e+002
+1.17426858345e+005,-1.44818489095e+002
+1.19541686846e+005,-1.45256502275e+002
+1.21694602882e+005,-1.48027818541e+002
+1.23886292399e+005,-1.47526138845e+002
+1.26117453700e+005,-1.44683098085e+002
+1.28388797661e+005,-1.30323924562e+002
+1.30701047961e+005,-1.24788956659e+002
+1.33054941314e+005,-1.38214206255e+002
+1.35451227700e+005,-1.47147691013e+002
+1.37890670608e+005,-1.49334568412e+002
+1.40374047276e+005,-1.45546158515e+002
+1.42902148939e+005,-1.45833793158e+002
+1.45475781085e+005,-1.48304783194e+002
+1.48095763705e+005,-1.49389410761e+002
+1.50762931560e+005,-1.48892886027e+002
+1.53478134445e+005,-1.49825059213e+002
+1.56242237458e+005,-1.49010147579e+002
+1.59056121278e+005,-1.48811014073e+002
+1.61920682446e+005,-1.44905143272e+002
+1.64836833648e+005,-1.47380468592e+002
+1.67805504007e+005,-1.46707350732e+002
+1.70827639381e+005,-1.31167185443e+002
+1.73904202661e+005,-1.24174698414e+002
+1.77036174080e+005,-1.31877270816e+002
+1.80224551525e+005,-1.48727370440e+002
+1.83470350855e+005,-1.45343779473e+002
+1.86774606222e+005,-1.47042237421e+002
+1.90138370407e+005,-1.49542961004e+002
+1.93562715148e+005,-1.50405479459e+002
+1.97048731486e+005,-1.49980215870e+002
+2.00597530110e+005,-1.49706851850e+002
+2.04210241715e+005,-1.45104672161e+002
+2.07888017356e+005,-1.47330953323e+002
+2.11632028822e+005,-1.48197485974e+002
+2.15443469003e+005,-1.28907084438e+002
+2.19323552273e+005,-1.28406340050e+002
+2.23273514878e+005,-1.49557733992e+002
+2.27294615326e+005,-1.45804316522e+002
+2.31388134792e+005,-1.49154775889e+002
+2.35555377526e+005,-1.50288161820e+002
+2.39797671264e+005,-1.50583373849e+002
+2.44116367658e+005,-1.50104862181e+002
+2.48512842698e+005,-1.45262270691e+002
+2.52988497160e+005,-1.49152990697e+002
+2.57544757045e+005,-1.28866770293e+002
+2.62183074038e+005,-1.27683313177e+002
+2.66904925965e+005,-1.48240823962e+002
+2.71711817270e+005,-1.45809332598e+002
+2.76605279492e+005,-1.51266481036e+002
+2.81586871751e+005,-1.50034037647e+002
+2.86658181246e+005,-1.51064794945e+002
+2.91820823764e+005,-1.46929186395e+002
+2.97076444190e+005,-1.48206248243e+002
+3.02426717031e+005,-1.25857719448e+002
+3.07873346955e+005,-1.31103647718e+002
+3.13418069329e+005,-1.47863094210e+002
+3.19062650773e+005,-1.49484232913e+002
+3.24808889724e+005,-1.50723243182e+002
+3.30658617009e+005,-1.50908801831e+002
+3.36613696427e+005,-1.48460467028e+002
+3.42676025343e+005,-1.31972719878e+002
+3.48847535295e+005,-1.27180572572e+002
+3.55130192606e+005,-1.49004102139e+002
+3.61525999011e+005,-1.49171126594e+002
+3.68036992298e+005,-1.51438445310e+002
+3.74665246955e+005,-1.50411851489e+002
+3.81412874828e+005,-1.47785535334e+002
+3.88282025801e+005,-1.27666901467e+002
+3.95274888473e+005,-1.37671261956e+002
+4.02393690862e+005,-1.47380092097e+002
+4.09640701111e+005,-1.52530744611e+002
+4.17018228212e+005,-1.51609999878e+002
+4.24528622739e+005,-1.48066159734e+002
+4.32174277604e+005,-1.27564343113e+002
+4.39957628810e+005,-1.41381084884e+002
+4.47881156235e+005,-1.48507382596e+002
+4.55947384417e+005,-1.52345644048e+002
+4.64158883361e+005,-1.48883788086e+002
+4.72518269359e+005,-1.35846841876e+002
+4.81028205818e+005,-1.29204594312e+002
+4.89691404115e+005,-1.49319900191e+002
+4.98510624459e+005,-1.51902708832e+002
+5.07488676766e+005,-1.49417026646e+002
+5.16628421561e+005,-1.29289989647e+002
+5.25932770886e+005,-1.36323615426e+002
+5.35404689227e+005,-1.50187805289e+002
+5.45047194461e+005,-1.52178128105e+002
+5.54863358815e+005,-1.48504684126e+002
+5.64856309846e+005,-1.28161636883e+002
+5.75029231439e+005,-1.48956522405e+002
+5.85385364818e+005,-1.52117563338e+002
+5.95928009583e+005,-1.48844618422e+002
+6.06660524757e+005,-1.27920517755e+002
+6.17586329859e+005,-1.49076295630e+002
+6.28708905992e+005,-1.53684965123e+002
+6.40031796953e+005,-1.50016241807e+002
+6.51558610364e+005,-1.28767616490e+002
+6.63293018816e+005,-1.50126531881e+002
+6.75238761044e+005,-1.52910700937e+002
+6.87399643118e+005,-1.34303394516e+002
+6.99779539652e+005,-1.30993012324e+002
+7.12382395042e+005,-1.52220040826e+002
+7.25212224722e+005,-1.49973548649e+002
+7.38273116442e+005,-1.29635718308e+002
+7.51569231572e+005,-1.49842006333e+002
+7.65104806427e+005,-1.50199364419e+002
+7.78884153618e+005,-1.30296556793e+002
+7.92911663423e+005,-1.35648792573e+002
+8.07191805189e+005,-1.36957884821e+002
+8.21729128755e+005,-1.32689726959e+002
+8.36528265901e+005,-1.36829913486e+002
+8.51593931825e+005,-1.35762839507e+002
+8.66930926644e+005,-1.32716308674e+002
+8.82544136923e+005,-1.37933388800e+002
+8.98438537235e+005,-1.34687623138e+002
+9.14619191741e+005,-1.32970829676e+002
+9.31091255809e+005,-1.38697754135e+002
+9.47859977652e+005,-1.33870098869e+002
+9.64930700003e+005,-1.33529463764e+002
+9.82308861817e+005,-1.38942488635e+002
+1.00000000000e+006,-1.33840556807e+002
