Offset Frequency (Hz),AM Noise (dBc/Hz)
+4.02393690862e+003,-1.29561338402e+002
+4.09640701111e+003,-1.29647177922e+002
+4.17018228212e+003,-1.29431682396e+002
+4.24528622739e+003,-1.29871483330e+002
+4.32174277604e+003,-1.30357880028e+002
+4.39957628810e+003,-1.30713037818e+002
+4.47881156235e+003,-1.30095088640e+002
+4.55947384417e+003,-1.30090207376e+002
+4.64158883361e+003,-1.30651781618e+002
+4.72518269359e+003,-1.30547648140e+002
+4.81028205818e+003,-1.30110025116e+002
+4.89691404115e+003,-1.29994496749e+002
+4.98510624459e+003,-1.30489863258e+002
+5.07488676766e+003,-1.30404925072e+002
+5.16628421561e+003,-1.30444913261e+002
+5.25932770886e+003,-1.29738532082e+002
+5.35404689227e+003,-1.30645984595e+002
+5.45047194461e+003,-1.30317870005e+002
+5.54863358815e+003,-1.30858159058e+002
+5.64856309846e+003,-1.31797350553e+002
+5.75029231439e+003,-1.31642591896e+002
+5.85385364818e+003,-1.30709690080e+002
+5.95928009583e+003,-1.30259326787e+002
+6.06660524757e+003,-1.31221942123e+002
+6.17586329859e+003,-1.31811994932e+002
+6.28708905992e+003,-1.31001119138e+002
+6.40031796953e+003,-1.29362899429e+002
+6.51558610364e+003,-1.31238682335e+002
+6.63293018816e+003,-1.29128874649e+002
+6.75238761044e+003,-1.31568233154e+002
+6.87399643118e+003,-1.30584141197e+002
+6.99779539652e+003,-1.30572318244e+002
+7.12382395042e+003,-1.29725895691e+002
+7.25212224722e+003,-1.29560599559e+002
+7.38273116442e+003,-1.31315806835e+002
+7.51569231572e+003,-1.31868284695e+002
+7.65104806427e+003,-1.30310659007e+002
+7.78884153618e+003,-1.29328887461e+002
+7.92911663423e+003,-1.29531353254e+002
+8.07191805189e+003,-1.29385556481e+002
+8.21729128755e+003,-1.28878883474e+002
+8.36528265901e+003,-1.31180636447e+002
+8.51593931825e+003,-1.30232054501e+002
+8.66930926644e+003,-1.31678181930e+002
+8.82544136923e+003,-1.30293712552e+002
+8.98438537235e+003,-1.31101783522e+002
+9.14619191741e+003,-1.29603030611e+002
+9.31091255809e+003,-1.29628916063e+002
+9.47859977652e+003,-1.30944657571e+002
+9.64930700003e+003,-1.29568488383e+002
+9.82308861817e+003,-1.30438774640e+002
+1.00000000000e+004,-1.31296401016e+002
+1.01800975118e+004,-1.31945902423e+002
+1.03634385350e+004,-1.31526267055e+002
+1.05500814844e+004,-1.30314969295e+002
+1.07400858268e+004,-1.29131634676e+002
+1.09335121002e+004,-1.30368825613e+002
+1.11304219327e+004,-1.28997457594e+002
+1.13308780622e+004,-1.28513433765e+002
+1.15349443568e+004,-1.28215294092e+002
+1.17426858345e+004,-1.30449221133e+002
+1.19541686846e+004,-1.30468031928e+002
+1.21694602882e+004,-1.30288077382e+002
+1.23886292399e+004,-1.30131079762e+002
+1.26117453700e+004,-1.29388020818e+002
+1.28388797661e+004,-1.29091070831e+002
+1.30701047961e+004,-1.29161717264e+002
+1.33054941314e+004,-1.29099487363e+002
+1.35451227700e+004,-1.28535611861e+002
+1.37890670608e+004,-1.29288185044e+002
+1.40374047276e+004,-1.29536950639e+002
+1.42902148939e+004,-1.29726235041e+002
+1.45475781085e+004,-1.30912225338e+002
+1.48095763705e+004,-1.31891753386e+002
+1.50762931560e+004,-1.32829651469e+002
+1.53478134445e+004,-1.34780211702e+002
+1.56242237458e+004,-1.36798212248e+002
+1.59056121278e+004,-1.37465244318e+002
+1.61920682446e+004,-1.37445490063e+002
+1.64836833648e+004,-1.37744777659e+002
+1.67805504007e+004,-1.38103601841e+002
+1.70827639381e+004,-1.38111868748e+002
+1.73904202661e+004,-1.38105474274e+002
+1.77036174080e+004,-1.37614643235e+002
+1.80224551525e+004,-1.38431444893e+002
+1.83470350855e+004,-1.38441654771e+002
+1.86774606222e+004,-1.38345838114e+002
+1.90138370407e+004,-1.38332643638e+002
+1.93562715148e+004,-1.38552868325e+002
+1.97048731486e+004,-1.38932808049e+002
+2.00597530110e+004,-1.38968011928e+002
+2.04210241715e+004,-1.39219201739e+002
+2.07888017356e+004,-1.38755805932e+002
+2.11632028822e+004,-1.38849421101e+002
+2.15443469003e+004,-1.38918188568e+002
+2.19323552273e+004,-1.39147422501e+002
+2.23273514878e+004,-1.39511169307e+002
+2.27294615326e+004,-1.39355026534e+002
+2.31388134792e+004,-1.39325883232e+002
+2.35555377526e+004,-1.39924765392e+002
+2.39797671264e+004,-1.39705491029e+002
+2.44116367658e+004,-1.39842447860e+002
+2.48512842698e+004,-1.40014768252e+002
+2.52988497160e+004,-1.39769763836e+002
+2.57544757045e+004,-1.39509198505e+002
+2.62183074038e+004,-1.39803850306e+002
+2.66904925965e+004,-1.40076768611e+002
+2.71711817270e+004,-1.39983224416e+002
+2.76605279492e+004,-1.40184159214e+002
+2.81586871751e+004,-1.40305397133e+002
+2.86658181246e+004,-1.40208341482e+002
+2.91820823764e+004,-1.40251193275e+002
+2.97076444190e+004,-1.40748671309e+002
+3.02426717031e+004,-1.40579916718e+002
+3.07873346955e+004,-1.40725093839e+002
+3.13418069329e+004,-1.40009725856e+002
+3.19062650773e+004,-1.38211907580e+002
+3.24808889724e+004,-1.38147282964e+002
+3.30658617009e+004,-1.40327769524e+002
+3.36613696427e+004,-1.41150370861e+002
+3.42676025343e+004,-1.41276343948e+002
+3.48847535295e+004,-1.40872607902e+002
+3.55130192606e+004,-1.41259113136e+002
+3.61525999011e+004,-1.41171801910e+002
+3.68036992298e+004,-1.41340033095e+002
+3.74665246955e+004,-1.41441332373e+002
+3.81412874828e+004,-1.41372178956e+002
+3.88282025801e+004,-1.41188369126e+002
+3.95274888473e+004,-1.39511035651e+002
+4.02393690862e+004,-1.38542560316e+002
+4.09640701111e+004,-1.40209070750e+002
+4.17018228212e+004,-1.41678982836e+002
+4.24528622739e+004,-1.41402250572e+002
+4.32174277604e+004,-1.17691896346e+002
+4.39957628810e+004,-1.25495622961e+002
+4.47881156235e+004,-1.41794041639e+002
+4.55947384417e+004,-1.41029848150e+002
+4.64158883361e+004,-1.39341941268e+002
+4.72518269359e+004,-1.39468955126e+002
+4.81028205818e+004,-1.41857483113e+002
+4.89691404115e+004,-1.42090765113e+002
+4.98510624459e+004,-1.42044097705e+002
+5.07488676766e+004,-1.42096616545e+002
+5.16628421561e+004,-1.42669124112e+002
+5.25932770886e+004,-1.42723417873e+002
+5.35404689227e+004,-1.42295584307e+002
+5.45047194461e+004,-1.39372944510e+002
+5.54863358815e+004,-1.41862624086e+002
+5.64856309846e+004,-1.43486355110e+002
+5.75029231439e+004,-1.43121482900e+002
+5.85385364818e+004,-1.43140966242e+002
+5.95928009583e+004,-1.43679420556e+002
+6.06660524757e+004,-1.43523331154e+002
+6.17586329859e+004,-1.43745219642e+002
+6.28708905992e+004,-1.44077032107e+002
+6.40031796953e+004,-1.43857713486e+002
+6.51558610364e+004,-1.44255330906e+002
+6.63293018816e+004,-1.44424020654e+002
+6.75238761044e+004,-1.44248896878e+002
+6.87399643118e+004,-1.44515001772e+002
+6.99779539652e+004,-1.45175561114e+002
+7.12382395042e+004,-1.44597057751e+002
+7.25212224722e+004,-1.44942928140e+002
+7.38273116442e+004,-1.44979811345e+002
+7.51569231572e+004,-1.41081829902e+002
+7.65104806427e+004,-1.43864503651e+002
+7.78884153618e+004,-1.45406108398e+002
+7.92911663423e+004,-1.45465304793e+002
+8.07191805189e+004,-1.45801226958e+002
+8.21729128755e+004,-1.44521710003e+002
+8.36528265901e+004,-1.41468095152e+002
+8.51593931825e+004,-1.45626661120e+002
+8.66930926644e+004,-1.20665055260e+002
+8.82544136923e+004,-1.45767085026e+002
+8.98438537235e+004,-1.41690385072e+002
+9.14619191741e+004,-1.45753634301e+002
+9.31091255809e+004,-1.46708337881e+002
+9.47859977652e+004,-1.46504239089e+002
+9.64930700003e+004,-1.45820073680e+002
+9.82308861817e+004,-1.41499343403e+002
+1.00000000000e+005,-1.45787336220e+002
+1.01800975118e+005,-1.47704100313e+002
+1.03634385350e+005,-1.48391271693e+002
+1.05500814844e+005,-1.48544804837e+002
+1.07400858268e+005,-1.48078548588e+002
+1.09335121002e+005,-1.48272990542e+002
+1.11304219327e+005,-1.48454759522e+002
+1.13308780622e+005,-1.48714584212e+002
+1.15349443568e+005,-1.48824246511e+002
+1.17426858345e+005,-1.45240731614e+002
+1.19541686846e+005,-1.45706505947e+002
+1.21694602882e+005,-1.48185896171e+002
+1.23886292399e+005,-1.47831011277e+002
+1.26117453700e+005,-1.44907313142e+002
+1.28388797661e+005,-1.31947122069e+002
+1.30701047961e+005,-1.26446160801e+002
+1.33054941314e+005,-1.40163934415e+002
+1.35451227700e+005,-1.46792467805e+002
+1.37890670608e+005,-1.48983875495e+002
+1.40374047276e+005,-1.46691033792e+002
+1.42902148939e+005,-1.46449364452e+002
+1.45475781085e+005,-1.48831885764e+002
+1.48095763705e+005,-1.49634229209e+002
+1.50762931560e+005,-1.49213963029e+002
+1.53478134445e+005,-1.49657669661e+002
+1.56242237458e+005,-1.49697175610e+002
+1.59056121278e+005,-1.48365728500e+002
+1.61920682446e+005,-1.45319906000e+002
+1.64836833648e+005,-1.48797351261e+002
+1.67805504007e+005,-1.47745428437e+002
+1.70827639381e+005,-1.31901999441e+002
+1.73904202661e+005,-1.24889090215e+002
+1.77036174080e+005,-1.32592962475e+002
+1.80224551525e+005,-1.48981318010e+002
+1.83470350855e+005,-1.46460396814e+002
+1.86774606222e+005,-1.47631776707e+002
+1.90138370407e+005,-1.50221359311e+002
+1.93562715148e+005,-1.50277273985e+002
+1.97048731486e+005,-1.50204927391e+002
+2.00597530110e+005,-1.49812750441e+002
+2.04210241715e+005,-1.46489254116e+002
+2.07888017356e+005,-1.47539105720e+002
+2.11632028822e+005,-1.48511245152e+002
+2.15443469003e+005,-1.29416151190e+002
+2.19323552273e+005,-1.28881730919e+002
+2.23273514878e+005,-1.49760128830e+002
+2.27294615326e+005,-1.46433899268e+002
+2.31388134792e+005,-1.49771569807e+002
+2.35555377526e+005,-1.50440521204e+002
+2.39797671264e+005,-1.50147400219e+002
+2.44116367658e+005,-1.51003854803e+002
+2.48512842698e+005,-1.46579302825e+002
+2.52988497160e+005,-1.49511286890e+002
+2.57544757045e+005,-1.29379157663e+002
+2.62183074038e+005,-1.28207675252e+002
+2.66904925965e+005,-1.49298060046e+002
+2.71711817270e+005,-1.46815991518e+002
+2.76605279492e+005,-1.50773076129e+002
+2.81586871751e+005,-1.50514663577e+002
+2.86658181246e+005,-1.51011159750e+002
+2.91820823764e+005,-1.47545372309e+002
+2.97076444190e+005,-1.48441361044e+002
+3.02426717031e+005,-1.26410125516e+002
+3.07873346955e+005,-1.31662667767e+002
+3.13418069329e+005,-1.48665762229e+002
+3.19062650773e+005,-1.50037668137e+002
+3.24808889724e+005,-1.51056369286e+002
+3.30658617009e+005,-1.51243473048e+002
+3.36613696427e+005,-1.48429299419e+002
+3.42676025343e+005,-1.32638636918e+002
+3.48847535295e+005,-1.27787853402e+002
+3.55130192606e+005,-1.49792744398e+002
+3.61525999011e+005,-1.49405626849e+002
+3.68036992298e+005,-1.51241627987e+002
+3.74665246955e+005,-1.50741835762e+002
+3.81412874828e+005,-1.48705080572e+002
+3.88282025801e+005,-1.28275308063e+002
+3.95274888473e+005,-1.38291985015e+002
+4.02393690862e+005,-1.47754830750e+002
+4.09640701111e+005,-1.51825545207e+002
+4.17018228212e+005,-1.51767524206e+002
+4.24528622739e+005,-1.48598507276e+002
+4.32174277604e+005,-1.28142135767e+002
+4.39957628810e+005,-1.42224329003e+002
+4.47881156235e+005,-1.49171520322e+002
+4.55947384417e+005,-1.52479604976e+002
+4.64158883361e+005,-1.49137495226e+002
+4.72518269359e+005,-1.36430278654e+002
+4.81028205818e+005,-1.29766685982e+002
+4.89691404115e+005,-1.49896793055e+002
+4.98510624459e+005,-1.52342655048e+002
+5.07488676766e+005,-1.49548194529e+002
+5.16628421561e+005,-1.29971816789e+002
+5.25932770886e+005,-1.37042447626e+002
+5.35404689227e+005,-1.50264878941e+002
+5.45047194461e+005,-1.51786086676e+002
+5.54863358815e+005,-1.48880396714e+002
+5.64856309846e+005,-1.29115421134e+002
+5.75029231439e+005,-1.49570848708e+002
+5.85385364818e+005,-1.51964312756e+002
+5.95928009583e+005,-1.49867104410e+002
+6.06660524757e+005,-1.28898978938e+002
+6.17586329859e+005,-1.50120558845e+002
+6.28708905992e+005,-1.53263129651e+002
+6.40031796953e+005,-1.50155223390e+002
+6.51558610364e+005,-1.29604654632e+002
+6.63293018816e+005,-1.50125419182e+002
+6.75238761044e+005,-1.52892700994e+002
+6.87399643118e+005,-1.35027688743e+002
+6.99779539652e+005,-1.31686469191e+002
+7.12382395042e+005,-1.52391010511e+002
+7.25212224722e+005,-1.50444882288e+002
+7.38273116442e+005,-1.30229879390e+002
+7.51569231572e+005,-1.51401346461e+002
+7.65104806427e+005,-1.51376496738e+002
+7.78884153618e+005,-1.30822453184e+002
+7.92911663423e+005,-1.36198526295e+002
+8.07191805189e+005,-1.37543989117e+002
+8.21729128755e+005,-1.33206493385e+002
+8.36528265901e+005,-1.37347126079e+002
+8.51593931825e+005,-1.36349381456e+002
+8.66930926644e+005,-1.33309880974e+002
+8.82544136923e+005,-1.38554493872e+002
+8.98438537235e+005,-1.35359500899e+002
+9.14619191741e+005,-1.33664197323e+002
+9.31091255809e+005,-1.39498703214e+002
+9.47859977652e+005,-1.34636660492e+002
+9.64930700003e+005,-1.34301634792e+002
+9.82308861817e+005,-1.39774334334e+002
+1.00000000000e+006,-1.34597659233e+002
