Offset Frequency (Hz),AM Noise (dBc/Hz)
+4.47881156235e+003,-1.30677061484e+002
+4.55947384417e+003,-1.30922812808e+002
+4.64158883361e+003,-1.30965306209e+002
+4.72518269359e+003,-1.30745350205e+002
+4.81028205818e+003,-1.31015316892e+002
+4.89691404115e+003,-1.31228103494e+002
+4.98510624459e+003,-1.31482885918e+002
+5.07488676766e+003,-1.31364988614e+002
+5.16628421561e+003,-1.31348433359e+002
+5.25932770886e+003,-1.31580062030e+002
+5.35404689227e+003,-1.31485772604e+002
+5.45047194461e+003,-1.31922297167e+002
+5.54863358815e+003,-1.31705218248e+002
+5.64856309846e+003,-1.31888753272e+002
+5.75029231439e+003,-1.32091187694e+002
+5.85385364818e+003,-1.32292002312e+002
+5.95928009583e+003,-1.32088064300e+002
+6.06660524757e+003,-1.32268988703e+002
+6.17586329859e+003,-1.32426604894e+002
+6.28708905992e+003,-1.32018046336e+002
+6.40031796953e+003,-1.31961562839e+002
+6.51558610364e+003,-1.32109300541e+002
+6.63293018816e+003,-1.32657748185e+002
+6.75238761044e+003,-1.32578302452e+002
+6.87399643118e+003,-1.32679146628e+002
+6.99779539652e+003,-1.32438440959e+002
+7.12382395042e+003,-1.33002738701e+002
+7.25212224722e+003,-1.33045363028e+002
+7.38273116442e+003,-1.33211009706e+002
+7.51569231572e+003,-1.33306309659e+002
+7.65104806427e+003,-1.32841619937e+002
+7.78884153618e+003,-1.32571846655e+002
+7.92911663423e+003,-1.33345737304e+002
+8.07191805189e+003,-1.33432204178e+002
+8.21729128755e+003,-1.33242979026e+002
+8.36528265901e+003,-1.33623258283e+002
+8.51593931825e+003,-1.34063673548e+002
+8.66930926644e+003,-1.34006052212e+002
+8.82544136923e+003,-1.33948450546e+002
+8.98438537235e+003,-1.34423973690e+002
+9.14619191741e+003,-1.33569755384e+002
+9.31091255809e+003,-1.34042995434e+002
+9.47859977652e+003,-1.34495631960e+002
+9.64930700003e+003,-1.33846037606e+002
+9.82308861817e+003,-1.34170491150e+002
+1.00000000000e+004,-1.34786684582e+002
+1.01800975118e+004,-1.35125909987e+002
+1.03634385350e+004,-1.34342314044e+002
+1.05500814844e+004,-1.34304432230e+002
+1.07400858268e+004,-1.32664480788e+002
+1.09335121002e+004,-1.32939520816e+002
+1.11304219327e+004,-1.31341802936e+002
+1.13308780622e+004,-1.31728584549e+002
+1.15349443568e+004,-1.33549022572e+002
+1.17426858345e+004,-1.34140512879e+002
+1.19541686846e+004,-1.34797533610e+002
+1.21694602882e+004,-1.34602307587e+002
+1.23886292399e+004,-1.36026513608e+002
+1.26117453700e+004,-1.35700021389e+002
+1.28388797661e+004,-1.35493297064e+002
+1.30701047961e+004,-1.35387678310e+002
+1.33054941314e+004,-1.35532507424e+002
+1.35451227700e+004,-1.35948762986e+002
+1.37890670608e+004,-1.36647155499e+002
+1.40374047276e+004,-1.36655334592e+002
+1.42902148939e+004,-1.36291222079e+002
+1.45475781085e+004,-1.36481752775e+002
+1.48095763705e+004,-1.36830316354e+002
+1.50762931560e+004,-1.36942368762e+002
+1.53478134445e+004,-1.37201214004e+002
+1.56242237458e+004,-1.37837890758e+002
+1.59056121278e+004,-1.37909043627e+002
+1.61920682446e+004,-1.38074272549e+002
+1.64836833648e+004,-1.38417243985e+002
+1.67805504007e+004,-1.38530805750e+002
+1.70827639381e+004,-1.37932000682e+002
+1.73904202661e+004,-1.38044691748e+002
+1.77036174080e+004,-1.38112153100e+002
+1.80224551525e+004,-1.38487754979e+002
+1.83470350855e+004,-1.38260467060e+002
+1.86774606222e+004,-1.38473902066e+002
+1.90138370407e+004,-1.38693392128e+002
+1.93562715148e+004,-1.38710629897e+002
+1.97048731486e+004,-1.38931439618e+002
+2.00597530110e+004,-1.38853048360e+002
+2.04210241715e+004,-1.39470863544e+002
+2.07888017356e+004,-1.39001605420e+002
+2.11632028822e+004,-1.39055126723e+002
+2.15443469003e+004,-1.38998511920e+002
+2.19323552273e+004,-1.39146503482e+002
+2.23273514878e+004,-1.39932127199e+002
+2.27294615326e+004,-1.39676611156e+002
+2.31388134792e+004,-1.39514654353e+002
+2.35555377526e+004,-1.39732463261e+002
+2.39797671264e+004,-1.40117778446e+002
+2.44116367658e+004,-1.40274301600e+002
+2.48512842698e+004,-1.40281120098e+002
+2.52988497160e+004,-1.40476373146e+002
+2.57544757045e+004,-1.40326326327e+002
+2.62183074038e+004,-1.40258183420e+002
+2.66904925965e+004,-1.40582943903e+002
+2.71711817270e+004,-1.40733164287e+002
+2.76605279492e+004,-1.40978192178e+002
+2.81586871751e+004,-1.40777677585e+002
+2.86658181246e+004,-1.40718525506e+002
+2.91820823764e+004,-1.40793499372e+002
+2.97076444190e+004,-1.41055325462e+002
+3.02426717031e+004,-1.41128435211e+002
+3.07873346955e+004,-1.41329864522e+002
+3.13418069329e+004,-1.40728601871e+002
+3.19062650773e+004,-1.37559959369e+002
+3.24808889724e+004,-1.37971904552e+002
+3.30658617009e+004,-1.40734110235e+002
+3.36613696427e+004,-1.41727423018e+002
+3.42676025343e+004,-1.42068360468e+002
+3.48847535295e+004,-1.42135860823e+002
+3.55130192606e+004,-1.42230806929e+002
+3.61525999011e+004,-1.42336886436e+002
+3.68036992298e+004,-1.42296905917e+002
+3.74665246955e+004,-1.42161339535e+002
+3.81412874828e+004,-1.42256089880e+002
+3.88282025801e+004,-1.42400764976e+002
+3.95274888473e+004,-1.39151608843e+002
+4.02393690862e+004,-1.38127700628e+002
+4.09640701111e+004,-1.40942354653e+002
+4.17018228212e+004,-1.42517498049e+002
+4.24528622739e+004,-1.43156579494e+002
+4.32174277604e+004,-1.17320283348e+002
+4.39957628810e+004,-1.25155824582e+002
+4.47881156235e+004,-1.43589452304e+002
+4.55947384417e+004,-1.42059616702e+002
+4.64158883361e+004,-1.38901063348e+002
+4.72518269359e+004,-1.39652779511e+002
+4.81028205818e+004,-1.43122363584e+002
+4.89691404115e+004,-1.43785998206e+002
+4.98510624459e+004,-1.43784118818e+002
+5.07488676766e+004,-1.43827861529e+002
+5.16628421561e+004,-1.44374886748e+002
+5.25932770886e+004,-1.44586729966e+002
+5.35404689227e+004,-1.43645521990e+002
+5.45047194461e+004,-1.38896366196e+002
+5.54863358815e+004,-1.43292531580e+002
+5.64856309846e+004,-1.44940832942e+002
+5.75029231439e+004,-1.44566791120e+002
+5.85385364818e+004,-1.44423643336e+002
+5.95928009583e+004,-1.44760565544e+002
+6.06660524757e+004,-1.44794649978e+002
+6.17586329859e+004,-1.45314773951e+002
+6.28708905992e+004,-1.45505784529e+002
+6.40031796953e+004,-1.44709760453e+002
+6.51558610364e+004,-1.45011206115e+002
+6.63293018816e+004,-1.45321966964e+002
+6.75238761044e+004,-1.45178242939e+002
+6.87399643118e+004,-1.45502503092e+002
+6.99779539652e+004,-1.45914479697e+002
+7.12382395042e+004,-1.45347420748e+002
+7.25212224722e+004,-1.45272544042e+002
+7.38273116442e+004,-1.45881847688e+002
+7.51569231572e+004,-1.40848730399e+002
+7.65104806427e+004,-1.43756623561e+002
+7.78884153618e+004,-1.46014307225e+002
+7.92911663423e+004,-1.46069250333e+002
+8.07191805189e+004,-1.45958992607e+002
+8.21729128755e+004,-1.44846562989e+002
+8.36528265901e+004,-1.40987468790e+002
+8.51593931825e+004,-1.46130039322e+002
+8.66930926644e+004,-1.19782898313e+002
+8.82544136923e+004,-1.46099777198e+002
+8.98438537235e+004,-1.41189972900e+002
+9.14619191741e+004,-1.45830023350e+002
+9.31091255809e+004,-1.46684102811e+002
+9.47859977652e+004,-1.46417758105e+002
+9.64930700003e+004,-1.45816088299e+002
+9.82308861817e+004,-1.41087670358e+002
+1.00000000000e+005,-1.45359718809e+002
+1.01800975118e+005,-1.47763230366e+002
+1.03634385350e+005,-1.48717879637e+002
+1.05500814844e+005,-1.48420796331e+002
+1.07400858268e+005,-1.48613300401e+002
+1.09335121002e+005,-1.48963600072e+002
+1.11304219327e+005,-1.48818567871e+002
+1.13308780622e+005,-1.48583643887e+002
+1.15349443568e+005,-1.48833348775e+002
+1.17426858345e+005,-1.44631662926e+002
+1.19541686846e+005,-1.45034731734e+002
+1.21694602882e+005,-1.48147799593e+002
+1.23886292399e+005,-1.47467162972e+002
+1.26117453700e+005,-1.44428309874e+002
+1.28388797661e+005,-1.31277636049e+002
+1.30701047961e+005,-1.25761483222e+002
+1.33054941314e+005,-1.39368160987e+002
+1.35451227700e+005,-1.46350597070e+002
+1.37890670608e+005,-1.48721279283e+002
+1.40374047276e+005,-1.46197134593e+002
+1.42902148939e+005,-1.46491919055e+002
+1.45475781085e+005,-1.48997723628e+002
+1.48095763705e+005,-1.49737354870e+002
+1.50762931560e+005,-1.49431221786e+002
+1.53478134445e+005,-1.49660111887e+002
+1.56242237458e+005,-1.49085051080e+002
+1.59056121278e+005,-1.48268798692e+002
+1.61920682446e+005,-1.44678275758e+002
+1.64836833648e+005,-1.47847628792e+002
+1.67805504007e+005,-1.47586992118e+002
+1.70827639381e+005,-1.31259422034e+002
+1.73904202661e+005,-1.24233771156e+002
+1.77036174080e+005,-1.31922670668e+002
+1.80224551525e+005,-1.48860682349e+002
+1.83470350855e+005,-1.45637610341e+002
+1.86774606222e+005,-1.47117766010e+002
+1.90138370407e+005,-1.49815930191e+002
+1.93562715148e+005,-1.49792359298e+002
+1.97048731486e+005,-1.50061059425e+002
+2.00597530110e+005,-1.49737890390e+002
+2.04210241715e+005,-1.45841253593e+002
+2.07888017356e+005,-1.47015106929e+002
+2.11632028822e+005,-1.48424326158e+002
+2.15443469003e+005,-1.28735855244e+002
+2.19323552273e+005,-1.28215574324e+002
+2.23273514878e+005,-1.49385725719e+002
+2.27294615326e+005,-1.46045733915e+002
+2.31388134792e+005,-1.49592780272e+002
+2.35555377526e+005,-1.49940106293e+002
+2.39797671264e+005,-1.49941035682e+002
+2.44116367658e+005,-1.50720847871e+002
+2.48512842698e+005,-1.45676506791e+002
+2.52988497160e+005,-1.49207288188e+002
+2.57544757045e+005,-1.28693852524e+002
+2.62183074038e+005,-1.27524010807e+002
+2.66904925965e+005,-1.49091006117e+002
+2.71711817270e+005,-1.45888489263e+002
+2.76605279492e+005,-1.50856453744e+002
+2.81586871751e+005,-1.50042361289e+002
+2.86658181246e+005,-1.51094434686e+002
+2.91820823764e+005,-1.46699324804e+002
+2.97076444190e+005,-1.47993289049e+002
+3.02426717031e+005,-1.25735719649e+002
+3.07873346955e+005,-1.30991595684e+002
+3.13418069329e+005,-1.47769995119e+002
+3.19062650773e+005,-1.50053011520e+002
+3.24808889724e+005,-1.51457899077e+002
+3.30658617009e+005,-1.51068921797e+002
+3.36613696427e+005,-1.47851645625e+002
+3.42676025343e+005,-1.31948839219e+002
+3.48847535295e+005,-1.27088396408e+002
+3.55130192606e+005,-1.49378881909e+002
+3.61525999011e+005,-1.49418570217e+002
+3.68036992298e+005,-1.51007266580e+002
+3.74665246955e+005,-1.50562871650e+002
+3.81412874828e+005,-1.48250793798e+002
+3.88282025801e+005,-1.27584682681e+002
+3.95274888473e+005,-1.37603803774e+002
+4.02393690862e+005,-1.47287608338e+002
+4.09640701111e+005,-1.52157267268e+002
+4.17018228212e+005,-1.51480305560e+002
+4.24528622739e+005,-1.48292342649e+002
+4.32174277604e+005,-1.27466711196e+002
+4.39957628810e+005,-1.41561787914e+002
+4.47881156235e+005,-1.48696577428e+002
+4.55947384417e+005,-1.52274774322e+002
+4.64158883361e+005,-1.48089274471e+002
+4.72518269359e+005,-1.35740546157e+002
+4.81028205818e+005,-1.29094553584e+002
+4.89691404115e+005,-1.48986639673e+002
+4.98510624459e+005,-1.52235442080e+002
+5.07488676766e+005,-1.49041682752e+002
+5.16628421561e+005,-1.29287554912e+002
+5.25932770886e+005,-1.36339611331e+002
+5.35404689227e+005,-1.50243725518e+002
+5.45047194461e+005,-1.52201832756e+002
+5.54863358815e+005,-1.48632342031e+002
+5.64856309846e+005,-1.28431064231e+002
+5.75029231439e+005,-1.49100756339e+002
+5.85385364818e+005,-1.51396452791e+002
+5.95928009583e+005,-1.49486278194e+002
+6.06660524757e+005,-1.28209524358e+002
+6.17586329859e+005,-1.49311801645e+002
+6.28708905992e+005,-1.53041428963e+002
+6.40031796953e+005,-1.49863586022e+002
+6.51558610364e+005,-1.28913974911e+002
+6.63293018816e+005,-1.49730616217e+002
+6.75238761044e+005,-1.52804384138e+002
+6.87399643118e+005,-1.34341964379e+002
+6.99779539652e+005,-1.30998879152e+002
+7.12382395042e+005,-1.51778398702e+002
+7.25212224722e+005,-1.50394066696e+002
+7.38273116442e+005,-1.29563862207e+002
+7.51569231572e+005,-1.50531287467e+002
+7.65104806427e+005,-1.50845527876e+002
+7.78884153618e+005,-1.30147987995e+002
+7.92911663423e+005,-1.35580951755e+002
+8.07191805189e+005,-1.36869362617e+002
+8.21729128755e+005,-1.32545636436e+002
+8.36528265901e+005,-1.36700075861e+002
+8.51593931825e+005,-1.35664354148e+002
+8.66930926644e+005,-1.32626761440e+002
+8.82544136923e+005,-1.37866990623e+002
+8.98438537235e+005,-1.34702610032e+002
+9.14619191741e+005,-1.33002859699e+002
+9.31091255809e+005,-1.38888344861e+002
+9.47859977652e+005,-1.33990091332e+002
+9.64930700003e+005,-1.33643546559e+002
+9.82308861817e+005,-1.39124431252e+002
+1.00000000000e+006,-1.33941472602e+002
