Offset Frequency (Hz),Phase Noise (dBc/Hz)
+2.62183074038e+004,-1.28709897605e+002
+2.66904925965e+004,-1.29048734611e+002
+2.71711817270e+004,-1.28896770635e+002
+2.76605279492e+004,-1.29548184403e+002
+2.81586871751e+004,-1.29625342025e+002
+2.86658181246e+004,-1.29749433353e+002
+2.91820823764e+004,-1.29864627281e+002
+2.97076444190e+004,-1.29686989739e+002
+3.02426717031e+004,-1.30130840836e+002
+3.07873346955e+004,-1.30342617709e+002
+3.13418069329e+004,-1.30371852746e+002
+3.19062650773e+004,-1.30469143982e+002
+3.24808889724e+004,-1.30688731222e+002
+3.30658617009e+004,-1.30698912673e+002
+3.36613696427e+004,-1.30859503645e+002
+3.42676025343e+004,-1.31113164329e+002
+3.48847535295e+004,-1.31037084965e+002
+3.55130192606e+004,-1.30847182996e+002
+3.61525999011e+004,-1.31173428021e+002
+3.68036992298e+004,-1.31555453820e+002
+3.74665246955e+004,-1.31504817940e+002
+3.81412874828e+004,-1.31428123472e+002
+3.88282025801e+004,-1.31824920657e+002
+3.95274888473e+004,-1.31948220477e+002
+4.02393690862e+004,-1.31845031253e+002
+4.09640701111e+004,-1.32087067735e+002
+4.17018228212e+004,-1.32102128430e+002
+4.24528622739e+004,-1.32187566181e+002
+4.32174277604e+004,-1.14729575453e+002
+4.39957628810e+004,-1.22236043205e+002
+4.47881156235e+004,-1.32587705146e+002
+4.55947384417e+004,-1.32548141679e+002
+4.64158883361e+004,-1.32904569906e+002
+4.72518269359e+004,-1.32817595128e+002
+4.81028205818e+004,-1.32881561328e+002
+4.89691404115e+004,-1.33262219786e+002
+4.98510624459e+004,-1.33395812172e+002
+5.07488676766e+004,-1.33384264761e+002
+5.16628421561e+004,-1.34044803188e+002
+5.25932770886e+004,-1.34089980553e+002
+5.35404689227e+004,-1.34356985717e+002
+5.45047194461e+004,-1.34587168129e+002
+5.54863358815e+004,-1.34711087653e+002
+5.64856309846e+004,-1.34775348698e+002
+5.75029231439e+004,-1.35123182811e+002
+5.85385364818e+004,-1.35295965510e+002
+5.95928009583e+004,-1.35424476018e+002
+6.06660524757e+004,-1.35724144502e+002
+6.17586329859e+004,-1.35959275828e+002
+6.28708905992e+004,-1.36037846364e+002
+6.40031796953e+004,-1.36281904359e+002
+6.51558610364e+004,-1.36357124782e+002
+6.63293018816e+004,-1.36706359511e+002
+6.75238761044e+004,-1.36568479774e+002
+6.87399643118e+004,-1.36907370232e+002
+6.99779539652e+004,-1.37332802761e+002
+7.12382395042e+004,-1.37806316788e+002
+7.25212224722e+004,-1.37770459276e+002
+7.38273116442e+004,-1.38241203641e+002
+7.51569231572e+004,-1.38447611048e+002
+7.65104806427e+004,-1.38542677301e+002
+7.78884153618e+004,-1.38838045402e+002
+7.92911663423e+004,-1.39198147546e+002
+8.07191805189e+004,-1.39413676153e+002
+8.21729128755e+004,-1.39676219297e+002
+8.36528265901e+004,-1.39724458615e+002
+8.51593931825e+004,-1.40076003401e+002
+8.66930926644e+004,-1.17939727843e+002
+8.82544136923e+004,-1.40528020802e+002
+8.98438537235e+004,-1.40610727146e+002
+9.14619191741e+004,-1.41135534834e+002
+9.31091255809e+004,-1.41249504780e+002
+9.47859977652e+004,-1.41571621479e+002
+9.64930700003e+004,-1.41779087994e+002
+9.82308861817e+004,-1.41817473773e+002
+1.00000000000e+005,-1.42366302449e+002
+1.01800975118e+005,-1.42635537321e+002
+1.03634385350e+005,-1.42867318826e+002
+1.05500814844e+005,-1.43052434839e+002
+1.07400858268e+005,-1.43174184117e+002
+1.09335121002e+005,-1.43427035928e+002
+1.11304219327e+005,-1.43829376808e+002
+1.13308780622e+005,-1.44043439764e+002
+1.15349443568e+005,-1.44450886579e+002
+1.17426858345e+005,-1.44897385455e+002
+1.19541686846e+005,-1.44998033537e+002
+1.21694602882e+005,-1.45272332235e+002
+1.23886292399e+005,-1.45540797965e+002
+1.26117453700e+005,-1.44699052633e+002
+1.28388797661e+005,-1.31261542690e+002
+1.30701047961e+005,-1.25794781207e+002
+1.33054941314e+005,-1.39253876873e+002
+1.35451227700e+005,-1.47069543569e+002
+1.37890670608e+005,-1.47277522321e+002
+1.40374047276e+005,-1.47703523975e+002
+1.42902148939e+005,-1.47859428333e+002
+1.45475781085e+005,-1.48143364887e+002
+1.48095763705e+005,-1.48831914170e+002
+1.50762931560e+005,-1.48733641467e+002
+1.53478134445e+005,-1.49066765050e+002
+1.56242237458e+005,-1.49263832494e+002
+1.59056121278e+005,-1.49905633478e+002
+1.61920682446e+005,-1.49873410452e+002
+1.64836833648e+005,-1.50512738213e+002
+1.67805504007e+005,-1.50371372476e+002
+1.70827639381e+005,-1.33368719212e+002
+1.73904202661e+005,-1.26360994601e+002
+1.77036174080e+005,-1.34058018461e+002
+1.80224551525e+005,-1.51107159764e+002
+1.83470350855e+005,-1.51075727815e+002
+1.86774606222e+005,-1.51102567708e+002
+1.90138370407e+005,-1.51838504438e+002
+1.93562715148e+005,-1.51547252942e+002
+1.97048731486e+005,-1.51610466414e+002
+2.00597530110e+005,-1.51947921009e+002
+2.04210241715e+005,-1.51531240844e+002
+2.07888017356e+005,-1.51524927229e+002
+2.11632028822e+005,-1.51921917156e+002
+2.15443469003e+005,-1.31870392887e+002
+2.19323552273e+005,-1.31349201879e+002
+2.23273514878e+005,-1.52709974599e+002
+2.27294615326e+005,-1.52976545329e+002
+2.31388134792e+005,-1.52795540521e+002
+2.35555377526e+005,-1.53012317057e+002
+2.39797671264e+005,-1.52587534741e+002
+2.44116367658e+005,-1.53734755489e+002
+2.48512842698e+005,-1.53247776054e+002
+2.52988497160e+005,-1.53532457432e+002
+2.57544757045e+005,-1.32161878596e+002
+2.62183074038e+005,-1.30973642930e+002
+2.66904925965e+005,-1.54162616853e+002
+2.71711817270e+005,-1.54058331037e+002
+2.76605279492e+005,-1.53937316435e+002
+2.81586871751e+005,-1.52207070284e+002
+2.86658181246e+005,-1.54656565142e+002
+2.91820823764e+005,-1.54796539250e+002
+2.97076444190e+005,-1.54123847395e+002
+3.02426717031e+005,-1.29220640534e+002
+3.07873346955e+005,-1.34459757657e+002
+3.13418069329e+005,-1.55132111580e+002
+3.19062650773e+005,-1.55269907691e+002
+3.24808889724e+005,-1.55468919433e+002
+3.30658617009e+005,-1.55605285630e+002
+3.36613696427e+005,-1.56245360099e+002
+3.42676025343e+005,-1.35417671086e+002
+3.48847535295e+005,-1.30529604963e+002
+3.55130192606e+005,-1.56055587920e+002
+3.61525999011e+005,-1.56689082154e+002
+3.68036992298e+005,-1.56502300675e+002
+3.74665246955e+005,-1.57025716663e+002
+3.81412874828e+005,-1.56441231418e+002
+3.88282025801e+005,-1.30917436901e+002
+3.95274888473e+005,-1.40983736397e+002
+4.02393690862e+005,-1.57165051734e+002
+4.09640701111e+005,-1.57752802782e+002
+4.17018228212e+005,-1.57832175501e+002
+4.24528622739e+005,-1.58094918146e+002
+4.32174277604e+005,-1.30861097666e+002
+4.39957628810e+005,-1.45035199310e+002
+4.47881156235e+005,-1.58274114070e+002
+4.55947384417e+005,-1.58856908480e+002
+4.64158883361e+005,-1.58330210615e+002
+4.72518269359e+005,-1.38818943302e+002
+4.81028205818e+005,-1.32143599872e+002
+4.89691404115e+005,-1.58998363747e+002
+4.98510624459e+005,-1.58293631355e+002
+5.07488676766e+005,-1.59368779274e+002
+5.16628421561e+005,-1.31856964066e+002
+5.25932770886e+005,-1.38935677676e+002
+5.35404689227e+005,-1.59650149126e+002
+5.45047194461e+005,-1.59926981907e+002
+5.54863358815e+005,-1.58664699511e+002
+5.64856309846e+005,-1.30520087197e+002
+5.75029231439e+005,-1.60566206728e+002
+5.85385364818e+005,-1.60509002211e+002
+5.95928009583e+005,-1.61042902073e+002
+6.06660524757e+005,-1.30515779965e+002
+6.17586329859e+005,-1.61033289417e+002
+6.28708905992e+005,-1.61259728318e+002
+6.40031796953e+005,-1.61386718195e+002
+6.51558610364e+005,-1.31650659799e+002
+6.63293018816e+005,-1.61464786767e+002
+6.75238761044e+005,-1.62295105752e+002
+6.87399643118e+005,-1.37427282452e+002
+6.99779539652e+005,-1.34073924141e+002
+7.12382395042e+005,-1.62004491449e+002
+7.25212224722e+005,-1.62410306167e+002
+7.38273116442e+005,-1.32794904548e+002
+7.51569231572e+005,-1.62523102965e+002
+7.65104806427e+005,-1.62764692126e+002
+7.78884153618e+005,-1.33411201858e+002
+7.92911663423e+005,-1.38800142602e+002
+8.07191805189e+005,-1.40051215973e+002
+8.21729128755e+005,-1.35740418079e+002
+8.36528265901e+005,-1.39919804505e+002
+8.51593931825e+005,-1.38742894686e+002
+8.66930926644e+005,-1.35693607858e+002
+8.82544136923e+005,-1.40916514681e+002
+8.98438537235e+005,-1.37500924792e+002
+9.14619191741e+005,-1.35805485468e+002
+9.31091255809e+005,-1.41532527092e+002
+9.47859977652e+005,-1.36476450846e+002
+9.64930700003e+005,-1.36158251594e+002
+9.82308861817e+005,-1.41582727694e+002
+1.00000000000e+006,-1.36325110442e+002
