Offset Frequency (Hz),Phase Noise (dBc/Hz)
+2.31388134792e+003,-1.02850825213e+002
+2.35555377526e+003,-1.00897841710e+002
+2.39797671264e+003,-1.02171751839e+002
+2.44116367658e+003,-1.04961018749e+002
+2.48512842698e+003,-1.04285213736e+002
+2.52988497160e+003,-1.01303530807e+002
+2.57544757045e+003,-9.97344954018e+001
+2.62183074038e+003,-9.99355897656e+001
+2.66904925965e+003,-1.01377863642e+002
+2.71711817270e+003,-1.01024378616e+002
+2.76605279492e+003,-1.02883532480e+002
+2.81586871751e+003,-1.03388897320e+002
+2.86658181246e+003,-1.02652647308e+002
+2.91820823764e+003,-1.01349418008e+002
+2.97076444190e+003,-1.00603393278e+002
+3.02426717031e+003,-1.00382980260e+002
+3.07873346955e+003,-1.01942035968e+002
+3.13418069329e+003,-1.02438878040e+002
+3.19062650773e+003,-1.05599708905e+002
+3.24808889724e+003,-1.04109370200e+002
+3.30658617009e+003,-1.04852749078e+002
+3.36613696427e+003,-1.06205225541e+002
+3.42676025343e+003,-1.00976705187e+002
+3.48847535295e+003,-1.05306739859e+002
+3.55130192606e+003,-1.02984429436e+002
+3.61525999011e+003,-1.03450490531e+002
+3.68036992298e+003,-1.01823773770e+002
+3.74665246955e+003,-1.04231528194e+002
+3.81412874828e+003,-1.03437550330e+002
+3.88282025801e+003,-1.08934943476e+002
+3.95274888473e+003,-1.03621613328e+002
+4.02393690862e+003,-1.03930574414e+002
+4.09640701111e+003,-1.04120591889e+002
+4.17018228212e+003,-1.00809005536e+002
+4.24528622739e+003,-1.04397707669e+002
+4.32174277604e+003,-1.04165830499e+002
+4.39957628810e+003,-1.03574855457e+002
+4.47881156235e+003,-1.02718486640e+002
+4.55947384417e+003,-1.01757835381e+002
+4.64158883361e+003,-1.04321863330e+002
+4.72518269359e+003,-1.04403393961e+002
+4.81028205818e+003,-1.01661554318e+002
+4.89691404115e+003,-1.01162109973e+002
+4.98510624459e+003,-1.04001269154e+002
+5.07488676766e+003,-1.02081673319e+002
+5.16628421561e+003,-1.03523798017e+002
+5.25932770886e+003,-1.02368869169e+002
+5.35404689227e+003,-1.04930851943e+002
+5.45047194461e+003,-1.02605679983e+002
+5.54863358815e+003,-1.03609563790e+002
+5.64856309846e+003,-1.04574942794e+002
+5.75029231439e+003,-1.05877524348e+002
+5.85385364818e+003,-1.03583190759e+002
+5.95928009583e+003,-1.02961286960e+002
+6.06660524757e+003,-1.04139541733e+002
+6.17586329859e+003,-1.06660458362e+002
+6.28708905992e+003,-1.04391925050e+002
+6.40031796953e+003,-1.01629950585e+002
+6.51558610364e+003,-1.03888639672e+002
+6.63293018816e+003,-1.00843207718e+002
+6.75238761044e+003,-1.05865769808e+002
+6.87399643118e+003,-1.03807378037e+002
+6.99779539652e+003,-1.03340691512e+002
+7.12382395042e+003,-1.01413236999e+002
+7.25212224722e+003,-1.01958003684e+002
+7.38273116442e+003,-1.05069784723e+002
+7.51569231572e+003,-1.06727001193e+002
+7.65104806427e+003,-1.03183101213e+002
+7.78884153618e+003,-1.01868528643e+002
+7.92911663423e+003,-1.02081466325e+002
+8.07191805189e+003,-1.01987855288e+002
+8.21729128755e+003,-1.01915936798e+002
+8.36528265901e+003,-1.04516937208e+002
+8.51593931825e+003,-1.03579301530e+002
+8.66930926644e+003,-1.05804862362e+002
+8.82544136923e+003,-1.04209465632e+002
+8.98438537235e+003,-1.05301454644e+002
+9.14619191741e+003,-1.03136219819e+002
+9.31091255809e+003,-1.03501859496e+002
+9.47859977652e+003,-1.04945770506e+002
+9.64930700003e+003,-1.03615730232e+002
+9.82308861817e+003,-1.04563858621e+002
+1.00000000000e+004,-1.06163912431e+002
+1.01800975118e+004,-1.06852379098e+002
+1.03634385350e+004,-1.06517382227e+002
+1.05500814844e+004,-1.05248362563e+002
+1.07400858268e+004,-1.04041679773e+002
+1.09335121002e+004,-1.06833423353e+002
+1.11304219327e+004,-1.04995299917e+002
+1.13308780622e+004,-1.04629987552e+002
+1.15349443568e+004,-1.02937903341e+002
+1.17426858345e+004,-1.06339951713e+002
+1.19541686846e+004,-1.05893418876e+002
+1.21694602882e+004,-1.05961524393e+002
+1.23886292399e+004,-1.05536853981e+002
+1.26117453700e+004,-1.04828296285e+002
+1.28388797661e+004,-1.04863606434e+002
+1.30701047961e+004,-1.05100790497e+002
+1.33054941314e+004,-1.04971806013e+002
+1.35451227700e+004,-1.04421335606e+002
+1.37890670608e+004,-1.05499752797e+002
+1.40374047276e+004,-1.05844730559e+002
+1.42902148939e+004,-1.06236607668e+002
+1.45475781085e+004,-1.07942910471e+002
+1.48095763705e+004,-1.09232081803e+002
+1.50762931560e+004,-1.10652791904e+002
+1.53478134445e+004,-1.13984837372e+002
+1.56242237458e+004,-1.19335365184e+002
+1.59056121278e+004,-1.22416596081e+002
+1.61920682446e+004,-1.23908418333e+002
+1.64836833648e+004,-1.25921300883e+002
+1.67805504007e+004,-1.27876293765e+002
+1.70827639381e+004,-1.29059622872e+002
+1.73904202661e+004,-1.29422933547e+002
+1.77036174080e+004,-1.29639907342e+002
+1.80224551525e+004,-1.29703746407e+002
+1.83470350855e+004,-1.29425471477e+002
+1.86774606222e+004,-1.29883466011e+002
+1.90138370407e+004,-1.30003064788e+002
+1.93562715148e+004,-1.29865513106e+002
+1.97048731486e+004,-1.29900092456e+002
+2.00597530110e+004,-1.29875687685e+002
+2.04210241715e+004,-1.30336521455e+002
+2.07888017356e+004,-1.30374157860e+002
+2.11632028822e+004,-1.30575031181e+002
+2.15443469003e+004,-1.30539257777e+002
+2.19323552273e+004,-1.30688426605e+002
+2.23273514878e+004,-1.30718302425e+002
+2.27294615326e+004,-1.30711994675e+002
+2.31388134792e+004,-1.30508326930e+002
+2.35555377526e+004,-1.31065076921e+002
+2.39797671264e+004,-1.31141536353e+002
+2.44116367658e+004,-1.31185408604e+002
+2.48512842698e+004,-1.31260067428e+002
+2.52988497160e+004,-1.31377088041e+002
+2.57544757045e+004,-1.31378166413e+002
+2.62183074038e+004,-1.31517558306e+002
+2.66904925965e+004,-1.31351625853e+002
+2.71711817270e+004,-1.31370325272e+002
+2.76605279492e+004,-1.31604907194e+002
+2.81586871751e+004,-1.31734344338e+002
+2.86658181246e+004,-1.31825581068e+002
+2.91820823764e+004,-1.31773359896e+002
+2.97076444190e+004,-1.31582998514e+002
+3.02426717031e+004,-1.31729178843e+002
+3.07873346955e+004,-1.31908057655e+002
+3.13418069329e+004,-1.31822049039e+002
+3.19062650773e+004,-1.31777103715e+002
+3.24808889724e+004,-1.31813099465e+002
+3.30658617009e+004,-1.31864314404e+002
+3.36613696427e+004,-1.31870579022e+002
+3.42676025343e+004,-1.31765512161e+002
+3.48847535295e+004,-1.31677969055e+002
+3.55130192606e+004,-1.31868272731e+002
+3.61525999011e+004,-1.31797405550e+002
+3.68036992298e+004,-1.31881495453e+002
+3.74665246955e+004,-1.31843073103e+002
+3.81412874828e+004,-1.31679342860e+002
+3.88282025801e+004,-1.31787456682e+002
+3.95274888473e+004,-1.31798865085e+002
+4.02393690862e+004,-1.31653477246e+002
+4.09640701111e+004,-1.31717969831e+002
+4.17018228212e+004,-1.31721369817e+002
+4.24528622739e+004,-1.31797155317e+002
+4.32174277604e+004,-1.15449181552e+002
+4.39957628810e+004,-1.22856082979e+002
+4.47881156235e+004,-1.31786041846e+002
+4.55947384417e+004,-1.31754992949e+002
+4.64158883361e+004,-1.31892600636e+002
+4.72518269359e+004,-1.31860425234e+002
+4.81028205818e+004,-1.31933504150e+002
+4.89691404115e+004,-1.32048326840e+002
+4.98510624459e+004,-1.31993946756e+002
+5.07488676766e+004,-1.32226039624e+002
+5.16628421561e+004,-1.32178464834e+002
+5.25932770886e+004,-1.32371658788e+002
+5.35404689227e+004,-1.32525588281e+002
+5.45047194461e+004,-1.32539934440e+002
+5.54863358815e+004,-1.32837478794e+002
+5.64856309846e+004,-1.33042235898e+002
+5.75029231439e+004,-1.33172399648e+002
+5.85385364818e+004,-1.33337194516e+002
+5.95928009583e+004,-1.33692596524e+002
+6.06660524757e+004,-1.33933529422e+002
+6.17586329859e+004,-1.33985211743e+002
+6.28708905992e+004,-1.34445959660e+002
+6.40031796953e+004,-1.34670134207e+002
+6.51558610364e+004,-1.34811964327e+002
+6.63293018816e+004,-1.35174484835e+002
+6.75238761044e+004,-1.35078561334e+002
+6.87399643118e+004,-1.35499933361e+002
+6.99779539652e+004,-1.35914148711e+002
+7.12382395042e+004,-1.36073828907e+002
+7.25212224722e+004,-1.36423989974e+002
+7.38273116442e+004,-1.36847283677e+002
+7.51569231572e+004,-1.36982817369e+002
+7.65104806427e+004,-1.37246403784e+002
+7.78884153618e+004,-1.37439053212e+002
+7.92911663423e+004,-1.37812486127e+002
+8.07191805189e+004,-1.37988570081e+002
+8.21729128755e+004,-1.38068924248e+002
+8.36528265901e+004,-1.37304184983e+002
+8.51593931825e+004,-1.37955098278e+002
+8.66930926644e+004,-1.18983971737e+002
+8.82544136923e+004,-1.39021947606e+002
+8.98438537235e+004,-1.39233160938e+002
+9.14619191741e+004,-1.39509665483e+002
+9.31091255809e+004,-1.39917275586e+002
+9.47859977652e+004,-1.40298876087e+002
+9.64930700003e+004,-1.40447157882e+002
+9.82308861817e+004,-1.40498352925e+002
+1.00000000000e+005,-1.40810061791e+002
+1.01800975118e+005,-1.41266337200e+002
+1.03634385350e+005,-1.41613032440e+002
+1.05500814844e+005,-1.41912293772e+002
+1.07400858268e+005,-1.42122939184e+002
+1.09335121002e+005,-1.42219696197e+002
+1.11304219327e+005,-1.42468596703e+002
+1.13308780622e+005,-1.42989647949e+002
+1.15349443568e+005,-1.43791127120e+002
+1.17426858345e+005,-1.44369473443e+002
+1.19541686846e+005,-1.44769708636e+002
+1.21694602882e+005,-1.45083858124e+002
+1.23886292399e+005,-1.45307513127e+002
+1.26117453700e+005,-1.44838051787e+002
+1.28388797661e+005,-1.32236711797e+002
+1.30701047961e+005,-1.26804879744e+002
+1.33054941314e+005,-1.40095529986e+002
+1.35451227700e+005,-1.47224086254e+002
+1.37890670608e+005,-1.47528783599e+002
+1.40374047276e+005,-1.48236576544e+002
+1.42902148939e+005,-1.48150862457e+002
+1.45475781085e+005,-1.48577844413e+002
+1.48095763705e+005,-1.49285461487e+002
+1.50762931560e+005,-1.48891153134e+002
+1.53478134445e+005,-1.49474147843e+002
+1.56242237458e+005,-1.49572172806e+002
+1.59056121278e+005,-1.49942641426e+002
+1.61920682446e+005,-1.50000736279e+002
+1.64836833648e+005,-1.50640005983e+002
+1.67805504007e+005,-1.50504966745e+002
+1.70827639381e+005,-1.34170794798e+002
+1.73904202661e+005,-1.27162251880e+002
+1.77036174080e+005,-1.34849183758e+002
+1.80224551525e+005,-1.51076825883e+002
+1.83470350855e+005,-1.51271791194e+002
+1.86774606222e+005,-1.50888133050e+002
+1.90138370407e+005,-1.51491329588e+002
+1.93562715148e+005,-1.51784856741e+002
+1.97048731486e+005,-1.51573844651e+002
+2.00597530110e+005,-1.51826063725e+002
+2.04210241715e+005,-1.52022336393e+002
+2.07888017356e+005,-1.51578626617e+002
+2.11632028822e+005,-1.52132410245e+002
+2.15443469003e+005,-1.32486569606e+002
+2.19323552273e+005,-1.31949261019e+002
+2.23273514878e+005,-1.52677364386e+002
+2.27294615326e+005,-1.52522807263e+002
+2.31388134792e+005,-1.52754517918e+002
+2.35555377526e+005,-1.53011370093e+002
+2.39797671264e+005,-1.53003887242e+002
+2.44116367658e+005,-1.53652820090e+002
+2.48512842698e+005,-1.53239899901e+002
+2.52988497160e+005,-1.53464657840e+002
+2.57544757045e+005,-1.32594964909e+002
+2.62183074038e+005,-1.31411546081e+002
+2.66904925965e+005,-1.53938726233e+002
+2.71711817270e+005,-1.53636572618e+002
+2.76605279492e+005,-1.54214661598e+002
+2.81586871751e+005,-1.52887664082e+002
+2.86658181246e+005,-1.54699742762e+002
+2.91820823764e+005,-1.55019014318e+002
+2.97076444190e+005,-1.53912913198e+002
+3.02426717031e+005,-1.29667564568e+002
+3.07873346955e+005,-1.34912565824e+002
+3.13418069329e+005,-1.55299958474e+002
+3.19062650773e+005,-1.55580122630e+002
+3.24808889724e+005,-1.55501796892e+002
+3.30658617009e+005,-1.55585718369e+002
+3.36613696427e+005,-1.55924115746e+002
+3.42676025343e+005,-1.35869277129e+002
+3.48847535295e+005,-1.30990421272e+002
+3.55130192606e+005,-1.55992297402e+002
+3.61525999011e+005,-1.56622893599e+002
+3.68036992298e+005,-1.56265176315e+002
+3.74665246955e+005,-1.56938907431e+002
+3.81412874828e+005,-1.56785898787e+002
+3.88282025801e+005,-1.31419524461e+002
+3.95274888473e+005,-1.41512333098e+002
+4.02393690862e+005,-1.56968672820e+002
+4.09640701111e+005,-1.57356210196e+002
+4.17018228212e+005,-1.57729029882e+002
+4.24528622739e+005,-1.57844274752e+002
+4.32174277604e+005,-1.31396152059e+002
+4.39957628810e+005,-1.45612825926e+002
+4.47881156235e+005,-1.58281410861e+002
+4.55947384417e+005,-1.58735808074e+002
+4.64158883361e+005,-1.58452961644e+002
+4.72518269359e+005,-1.39447128995e+002
+4.81028205818e+005,-1.32761373769e+002
+4.89691404115e+005,-1.59320940227e+002
+4.98510624459e+005,-1.58627448209e+002
+5.07488676766e+005,-1.59497341249e+002
+5.16628421561e+005,-1.32598439178e+002
+5.25932770886e+005,-1.39674298104e+002
+5.35404689227e+005,-1.59632389070e+002
+5.45047194461e+005,-1.60036601160e+002
+5.54863358815e+005,-1.58825346507e+002
+5.64856309846e+005,-1.31224065611e+002
+5.75029231439e+005,-1.60126579818e+002
+5.85385364818e+005,-1.60036156477e+002
+5.95928009583e+005,-1.60769226128e+002
+6.06660524757e+005,-1.31075014374e+002
+6.17586329859e+005,-1.60970841757e+002
+6.28708905992e+005,-1.61161688846e+002
+6.40031796953e+005,-1.60985723095e+002
+6.51558610364e+005,-1.32195326207e+002
+6.63293018816e+005,-1.61663599791e+002
+6.75238761044e+005,-1.61851582343e+002
+6.87399643118e+005,-1.37983165405e+002
+6.99779539652e+005,-1.34629913517e+002
+7.12382395042e+005,-1.61906764536e+002
+7.25212224722e+005,-1.62368865421e+002
+7.38273116442e+005,-1.33350557814e+002
+7.51569231572e+005,-1.62300424362e+002
+7.65104806427e+005,-1.62596842428e+002
+7.78884153618e+005,-1.33965879833e+002
+7.92911663423e+005,-1.39351969409e+002
+8.07191805189e+005,-1.40590981236e+002
+8.21729128755e+005,-1.36286125446e+002
+8.36528265901e+005,-1.40459293514e+002
+8.51593931825e+005,-1.39298873660e+002
+8.66930926644e+005,-1.36255175208e+002
+8.82544136923e+005,-1.41469305390e+002
+8.98438537235e+005,-1.38063121079e+002
+9.14619191741e+005,-1.36371585903e+002
+9.31091255809e+005,-1.42107777512e+002
+9.47859977652e+005,-1.37075383329e+002
+9.64930700003e+005,-1.36757763233e+002
+9.82308861817e+005,-1.42207931767e+002
+1.00000000000e+006,-1.36937921540e+002
